Gene,ATSwo1,ATSwo2,ATSwo3,ATSAc1,ATSAc2,ATSAc3
gene_6067,1674,2048,2207,1671,1756,1667
gene_6068,3329,2904,3109,2640,2610,2544
gene_6069,510,691,554,646,506,541
gene_607,7276,8033,7681,7036,7499,6490
gene_6070,656,793,692,669,768,610
gene_6071,2011,2420,2128,2193,2232,2100
gene_6072,478,568,523,617,547,545
gene_6073,595,782,701,629,607,528
gene_6074,596,752,678,597,703,606
gene_6075,1959,2251,2344,1842,2037,2029
gene_6076,4524,4921,4988,3075,3225,3404
gene_6077,48,92,113,139,134,141
gene_6078,397,343,326,237,305,269
gene_6079,1008,1070,900,657,731,756
gene_6080,883,1100,1118,710,771,759
gene_6081,2084,2412,2242,2410,2597,2519
gene_6082,843,1006,1014,1045,893,944
gene_6083,1541,1628,1647,1225,1482,1342
gene_6084,16337,14379,18075,11847,13123,11436
gene_6085,4871,5287,5545,4368,4827,4623
gene_6086,1199,1392,1405,1090,1253,984
gene_6087,27,33,38,27,11,17
gene_6088,1184,1401,1269,753,874,771
gene_6089,587,688,761,505,551,520
gene_609,459,536,431,378,488,346
gene_6090,3975,4733,4224,3845,4099,3871
gene_6091,7324,8918,7865,4743,5976,5751
gene_6092,5337,5627,5447,4816,5300,5052
gene_6093,3459,3885,3642,3059,3720,3075
gene_6094,2042,2240,2318,2357,2739,2319
gene_6095,3458,4025,3645,3125,3505,3160
gene_6096,1160,1221,1150,1301,1277,1197
gene_6097,2862,3376,3032,1753,1837,1718
gene_6098,767,808,960,79,133,72
gene_6099,2279,2831,2402,1626,1782,1675
gene_61,1976,2138,2029,1693,1677,1635
gene_610,875,1109,902,870,896,829
gene_6100,789,880,900,714,863,684
gene_6101,1705,2012,2007,2204,2634,2485
gene_6102,2036,2373,2461,1769,1917,1679
gene_6103,1693,1749,1736,982,1161,948
gene_6104,4090,4724,4435,4385,5066,4421
gene_611,1052,1083,959,874,1003,993
gene_6118,2544,2739,2848,1802,1726,1765
gene_6119,4059,4839,4330,3787,4154,3820
gene_612,5409,5849,5654,4359,4842,4338
gene_6120,2500,3220,2797,2214,2667,2491
gene_6121,5086,5739,5205,2792,2960,2776
gene_6122,5497,6371,5716,2978,3237,2963
gene_6123,797,988,1031,668,855,713
gene_6124,886,1071,839,1091,1022,880
gene_6125,182,157,168,157,102,174
gene_6126,530,705,641,618,632,460
gene_6127,9389,8215,11159,9233,8336,7915
gene_6128,1970,2260,2106,1427,1581,1466
gene_613,1933,2187,1869,1692,2129,1914
gene_6130,360,418,393,373,323,289
gene_6131,5477,6556,5634,5193,5439,5348
gene_6133,4719,5555,5326,4090,4608,4090
gene_6134,486,558,663,391,423,402
gene_6135,3832,4591,4444,3070,3487,3017
gene_6136,1362,1613,1277,1809,1919,1574
gene_6137,3983,4232,4245,3453,3809,3405
gene_6138,2080,2661,2369,1495,1720,1559
gene_6139,235,246,278,361,290,300
gene_614,530,650,554,640,701,588
gene_6140,1521,1400,1525,1102,1151,1014
gene_6141,853,857,979,769,841,807
gene_6142,4008,4203,3729,4775,5207,4946
gene_6143,2440,2738,2321,2496,2562,2364
gene_6144,594,688,598,500,635,508
gene_6145,1005,1101,923,1078,1117,1127
gene_6146,636,763,694,620,673,647
gene_6147,2803,2601,2831,2377,2656,2258
gene_6148,4937,5206,4923,4454,5090,4859
gene_6149,2423,2558,2252,2344,2379,2239
gene_615,31,47,36,54,83,64
gene_6150,793,994,913,720,786,669
gene_6152,694,825,753,717,810,623
gene_6153,1666,1918,1598,1902,2127,2019
gene_6154,1276,1577,1494,1279,1359,1166
gene_6155,953,970,820,877,885,728
gene_6157,1071,1436,1183,1152,1113,1141
gene_6158,31399,44862,33236,7200,7325,7141
gene_6159,632,747,621,539,597,604
gene_616,139,186,173,219,230,168
gene_6160,797,847,792,801,768,709
gene_6161,2258,2240,2408,2279,2334,2271
gene_6162,905,956,888,856,917,903
gene_6166,461,464,479,282,403,345
gene_6167,1746,2084,2051,1801,2024,1602
gene_6168,893,1027,904,719,699,618
gene_6169,12638,14611,13107,12882,14813,13856
gene_617,386,597,441,445,460,560
gene_6170,6623,7081,7096,4159,4516,4231
gene_6171,1507,1943,1665,1730,1941,1771
gene_6172,5452,6066,5730,4901,5408,4907
gene_6173,2852,3609,3052,2783,3001,2666
gene_6174,865,973,1025,931,971,887
gene_6175,753,719,924,511,619,535
gene_6176,1718,1918,1577,2246,2419,2032
gene_6177,1029,1370,1054,1021,1252,1051
gene_6178,211,272,282,211,192,230
gene_6179,1980,2063,1951,2039,2066,1996
gene_618,244,229,209,171,169,174
gene_6180,748,953,784,669,686,636
gene_6181,9895,10885,9930,5914,6226,6480
gene_6182,7708,9158,8443,6764,7017,6824
gene_6183,4335,5723,4600,4201,4483,3790
gene_6184,7594,8688,8319,5554,6409,6076
gene_6185,586,679,573,571,464,492
gene_6186,1105,1346,1119,933,884,805
gene_6187,786,1068,1005,829,739,778
gene_6188,5593,6533,5862,3767,3820,3616
gene_6189,1017,1101,1094,954,929,886
gene_619,2655,2878,2547,2241,2295,2401
gene_6190,1151,1198,1189,1051,1218,1272
gene_6191,1923,2181,2104,1823,2043,1858
gene_6192,2189,2578,2412,2494,2944,2650
gene_6193,2380,2582,2459,2320,2734,2301
gene_6194,635,823,796,791,924,850
gene_6195,21296,22964,24446,13897,15894,14491
gene_6196,11742,12612,12502,3753,4638,4197
gene_6197,7268,7912,7777,5685,5615,5328
gene_6198,303,323,296,196,233,175
gene_6199,3768,4092,3884,3040,3474,2960
gene_620,2460,2721,2741,1896,2002,1984
gene_6200,4898,5999,5632,4300,4638,4193
gene_6201,894,1061,1036,924,938,871
gene_6202,33,18,35,43,45,56
gene_6203,2891,2988,2881,2294,2302,2155
gene_6204,798,958,963,1119,1233,1134
gene_6205,316,387,326,280,227,293
gene_6206,503,455,565,478,504,394
gene_6207,2028,2491,2317,2483,2536,2542
gene_6208,976,1048,1019,878,930,927
gene_6209,269,341,314,236,222,167
gene_621,4735,5507,4936,2901,3122,3088
gene_6210,2230,2373,2557,937,1017,909
gene_6212,62,23,34,43,23,19
gene_6213,2769,3469,2940,2920,3060,3055
gene_6214,6091,6475,7021,4729,4961,4798
gene_6215,919,998,918,897,857,828
gene_6216,375,376,383,232,278,201
gene_6217,908,1026,1026,1106,1256,1111
gene_6218,1158,1289,1071,1345,1348,1204
gene_6219,156,162,165,153,95,129
gene_622,76,62,90,90,116,75
gene_6220,2083,2296,2258,1649,1931,1872
gene_6221,12708,14506,14180,13195,14528,13649
gene_6222,1859,1871,1844,1797,1728,1611
gene_6223,5100,5545,5826,4955,4930,4812
gene_6224,4933,5166,4681,4431,4776,4717
gene_6225,1661,2210,1824,1801,1703,1698
gene_6226,2527,3050,2649,2590,3169,2570
gene_6227,885,1095,980,227,198,185
gene_6228,1411,1751,1536,1776,2007,1599
gene_6229,3683,4732,3869,3461,3752,3395
gene_623,29749,34000,33534,21958,22085,20375
gene_6230,14588,16757,17262,11100,13102,12333
gene_6231,78412,90699,84307,74370,81983,77314
gene_6232,2631,3360,3162,2341,2490,2382
gene_6233,1617,2006,1799,1792,2009,1806
gene_6234,980,1169,1116,1011,1144,1026
gene_6235,3945,5087,4362,3957,4422,3698
gene_6236,376,525,392,451,557,476
gene_6237,1538,1728,1670,1195,1207,1019
gene_6239,47,22,58,35,38,30
gene_624,965,1247,1185,915,1001,987
gene_6240,4018,4713,4303,3658,3842,3574
gene_6241,1170,1417,1385,1106,1286,1228
gene_6242,2345,2573,2691,2372,3002,2335
gene_6243,4700,5647,5029,5773,6480,6047
gene_6244,1956,1866,1806,1224,1325,1208
gene_6245,3980,4554,4051,3652,4218,3878
gene_6247,2494,2844,2717,2210,2179,2194
gene_6248,270,309,371,272,284,256
gene_6249,671,897,842,951,911,914
gene_625,2865,3059,3097,2837,3062,2719
gene_6250,852,868,750,712,759,733
gene_6251,2477,3216,2603,2694,3127,2940
gene_6252,2672,3138,3137,1731,2055,1764
gene_6253,1322,1528,1288,1303,1554,1612
gene_6255,1914,2051,1926,1235,1341,1224
gene_6256,10471,11433,11787,8581,9809,9580
gene_6257,10067,12037,10611,6350,6899,6350
gene_6258,1525,1948,1618,1215,1372,1287
gene_6259,6997,8445,7848,5914,5942,5485
gene_626,233,310,294,110,151,106
gene_6260,1379,1794,1524,1444,1551,1550
gene_6261,4477,5145,4691,3988,4238,4028
gene_6262,318,451,394,141,158,176
gene_6263,6830,8430,6946,6561,7661,7351
gene_6264,1673,2138,1840,1452,1645,1503
gene_6265,1282,1066,1404,1178,1213,1277
gene_6266,416,570,462,190,153,210
gene_6268,3718,4075,3964,3376,3431,3143
gene_6269,1442,1689,1400,1215,1407,1197
gene_627,889,1067,1000,571,703,699
gene_6270,1769,1891,2008,1473,1643,1446
gene_6271,2281,2428,2336,1928,2083,1949
gene_6272,5518,5108,4917,5248,4349,4608
gene_6273,2752,3334,2686,2719,2966,2785
gene_6274,3002,3864,2921,2629,3166,2853
gene_6275,2647,3211,2940,2471,2765,2306
gene_6276,1778,2019,2039,1692,1848,1762
gene_6277,2352,2898,2452,2162,2317,2236
gene_6278,2835,3274,2803,2532,2599,2425
gene_6279,2615,3046,2596,2542,2414,2149
gene_628,1028,1171,1123,1244,1120,1147
gene_6281,2015,2281,2157,1845,2144,1957
gene_6282,4019,4726,4156,3799,3800,3558
gene_6283,3026,3595,3683,2845,2959,2818
gene_6284,7723,9341,8394,7467,8175,7414
gene_6285,3966,4488,4206,3671,3716,3443
gene_6286,643,692,645,485,486,378
gene_6287,1429,1565,1324,1575,1892,1697
gene_6288,1427,1604,1397,984,1065,1009
gene_6289,1542,1942,1579,1579,1686,1629
gene_629,2243,2636,2209,1930,1993,2006
gene_6290,621,855,638,871,1012,895
gene_6291,2013,1832,1996,1774,1785,1651
gene_6292,1473,1678,1497,1466,1383,1343
gene_6293,1771,2247,1929,1938,1929,1757
gene_6294,2605,2971,2742,2536,2774,2581
gene_6295,1829,2133,1923,1483,1593,1431
gene_6296,3844,4553,3900,4269,4696,4613
gene_6297,2737,2308,2780,2040,1844,2075
gene_6298,15,13,14,16,14,24
gene_6299,1574,2157,1661,1621,1861,1463
gene_63,824,1002,917,828,710,790
gene_630,1063,1285,1140,1074,1227,1004
gene_6300,1278,1341,1133,1360,1399,1286
gene_6301,855,979,839,842,924,773
gene_6302,417,519,493,434,426,387
gene_6303,1803,2207,2016,1880,1787,1656
gene_6304,1073,1331,1206,542,708,599
gene_6305,3733,4018,4031,3066,3347,3054
gene_6306,13340,15687,13490,10515,10676,9941
gene_6307,1380,1871,1696,1289,1519,1340
gene_6308,547,633,576,671,803,736
gene_6309,1623,1816,1688,1898,1967,1744
gene_631,2355,2560,2588,1866,2282,1917
gene_6310,415,532,532,180,175,152
gene_6311,2186,2176,1879,1509,1781,1776
gene_6312,518,630,541,453,401,374
gene_6313,1689,1915,1796,1453,1477,1531
gene_6314,9052,10812,9895,9445,10052,9289
gene_6315,947,932,968,613,626,616
gene_6316,792,763,780,568,557,585
gene_6317,1198,1370,1106,728,754,747
gene_6318,1431,1706,1520,1391,1584,1533
gene_6319,472,458,512,576,602,533
gene_632,2863,3371,3073,2928,3160,2980
gene_6320,6112,7509,6702,4103,4700,4176
gene_6321,748,892,882,497,610,463
gene_6322,1759,2091,2150,1229,1272,1351
gene_6323,862,997,911,1008,1074,957
gene_6324,108,133,158,131,129,109
gene_6325,2607,3045,2811,2931,3045,2994
gene_6326,3272,3943,3574,3446,3913,3248
gene_6327,115,154,97,66,71,74
gene_6328,5480,6740,5957,4135,4613,4630
gene_6329,12114,12466,13716,8564,9409,9545
gene_633,3961,4209,4098,2169,2578,2290
gene_6330,4867,5334,5458,4024,4393,3908
gene_6331,554,608,570,503,489,558
gene_6332,15047,16575,15742,10917,12135,11088
gene_6333,336,412,387,341,384,311
gene_6334,2099,2568,2564,2331,2700,2300
gene_6336,1431,1527,1540,1460,1606,1377
gene_6337,2294,2611,2688,1799,1989,1934
gene_6338,681,723,609,514,581,591
gene_6339,2812,3161,2931,2325,2398,2415
gene_634,51,62,56,35,14,22
gene_6340,73,56,46,35,72,44
gene_6341,3206,3741,3745,2474,2760,2725
gene_6342,5819,6417,6057,4981,4955,4793
gene_6343,799,826,748,788,894,776
gene_6344,1363,1808,1652,1485,1510,1489
gene_6345,978,1142,1080,1324,1336,1256
gene_6346,1326,1700,1475,1342,1379,1461
gene_6347,634,757,743,452,442,472
gene_6348,161,140,150,111,128,109
gene_6349,17023,18864,17409,9808,9950,9417
gene_635,1431,1501,1625,1343,1337,1374
gene_6350,2619,2912,2877,2300,2523,2333
gene_6351,2058,2334,2099,1833,1891,1834
gene_6352,6040,5401,5887,5026,4706,4663
gene_6354,2224,2335,2291,1595,1808,1669
gene_6355,1053,1100,1309,294,498,363
gene_6356,757,989,797,546,514,571
gene_6357,2962,3397,3088,2736,2858,2993
gene_6358,4954,5434,5227,3626,3887,3481
gene_6359,1057,1400,1264,1330,1503,1284
gene_636,2531,2858,2521,1556,1915,1670
gene_6360,1824,2159,2039,2031,2410,2147
gene_6361,11940,11017,11619,11411,10241,10848
gene_6362,2151,2417,2179,2299,2206,2207
gene_6363,850,992,880,514,545,460
gene_6364,12588,15171,13976,10065,11381,9791
gene_6366,785,863,963,405,531,510
gene_6367,1160,1195,1323,1192,966,1092
gene_6368,1702,1498,1596,1297,1303,1115
gene_6369,1909,2027,2212,1479,1676,1472
gene_637,1767,2005,2149,1557,1622,1682
gene_6370,1468,1582,1581,1384,1493,1343
gene_6371,890,1103,912,916,1009,853
gene_6372,1810,2060,1926,1753,2098,1862
gene_6373,6741,7544,7354,5617,6158,5599
gene_6374,3436,3990,3546,3750,4385,3762
gene_6375,2397,2798,2635,2814,2972,2888
gene_6376,1100,1294,1286,1056,1326,1240
gene_6377,2655,3101,2883,2197,2365,2247
gene_6378,1183,1435,1284,1073,1136,1115
gene_6379,3103,3141,2849,2172,2380,2086
gene_638,2328,2197,2121,2201,1928,1981
gene_6380,10912,12597,10565,2939,2967,2797
gene_6381,2647,2431,2926,2008,2100,2050
gene_6382,328,461,457,225,242,228
gene_6383,2620,2891,2603,1836,2124,1894
gene_6384,800,747,587,627,736,645
gene_6385,3221,4197,3612,4064,4588,4121
gene_6389,127,104,97,82,107,94
gene_639,3890,4852,4151,3600,3686,3588
gene_6390,2008,2177,1990,2059,2140,2032
gene_6391,5987,6609,5815,5501,6179,5937
gene_6392,1359,1450,1336,1253,1470,1443
gene_6393,59,48,36,61,31,66
gene_6394,52,42,61,70,42,78
gene_6397,1755,2087,1821,1733,1916,1663
gene_6398,4871,5796,5269,5295,5563,5301
gene_6399,3040,3235,3642,2535,2733,2809
gene_64,4396,5573,4744,1422,1634,1682
gene_640,1265,1365,1441,979,1090,888
gene_6400,1176,1434,1177,1011,1128,1066
gene_6401,3390,4209,3627,4454,4942,4372
gene_6403,6880,8658,7617,6919,7714,6762
gene_6406,7466,7532,7570,4544,4722,4469
gene_6407,1022,1194,1121,952,1119,961
gene_6408,1849,2135,1772,1671,1837,1626
gene_6409,1533,1834,1694,1606,1848,1694
gene_641,664,797,683,838,953,800
gene_6411,4723,5397,5328,4641,4860,4916
gene_6412,2919,3536,3054,3258,3209,3016
gene_6413,3419,3635,3322,3587,3891,3466
gene_6414,1371,1646,1534,1915,1961,1859
gene_6415,1436,1613,1736,1271,1388,1252
gene_6416,2211,2403,2082,1731,1867,1758
gene_6417,842,1133,961,1252,1339,1235
gene_6418,600,651,766,341,406,429
gene_6419,1087,962,1115,853,977,774
gene_642,33711,41040,38982,28680,31178,27930
gene_6420,408,549,510,383,355,371
gene_6421,1263,1324,1312,663,712,657
gene_6422,537,617,697,550,522,576
gene_6423,457,558,482,356,438,360
gene_6424,1101,1136,1107,1194,1340,1282
gene_643,4951,5194,4809,5100,5516,5199
gene_6430,943,1245,1111,1254,1237,1167
gene_6431,551,532,596,528,486,504
gene_6432,3483,3494,4030,2882,2987,2808
gene_6433,1236,1355,1190,1020,1212,989
gene_6434,586,727,612,493,540,428
gene_6436,1906,2126,2004,2298,2146,2192
gene_6437,29786,35462,32842,57471,62632,56634
gene_6439,938,1041,1017,330,461,455
gene_644,1081,1292,1250,338,301,328
gene_6440,1431,1610,1511,1123,1097,1034
gene_6441,28753,33365,32470,20046,23045,21760
gene_6442,300960,318583,341911,132688,149091,137137
gene_6443,1449,1603,1470,1104,1286,1139
gene_6444,642,820,683,500,489,419
gene_6445,387,421,397,265,310,178
gene_6447,3479,3750,3771,6161,6539,6095
gene_6448,238,274,221,255,219,247
gene_6449,2913,3283,3399,3391,3968,3381
gene_645,495,495,530,162,202,189
gene_6450,1069,1271,1048,1336,1815,1606
gene_6451,30,18,27,28,11,21
gene_6452,814,1154,946,764,885,780
gene_6453,583,673,768,376,376,356
gene_6454,6553,8166,7048,5430,5835,5080
gene_6455,1703,1800,1645,1538,1678,1580
gene_6456,378,468,366,237,252,217
gene_6457,392,384,300,251,300,255
gene_6458,15,23,23,40,37,34
gene_646,1459,1492,1425,999,1136,1017
gene_6461,907,1051,1019,786,873,755
gene_6462,989,1139,1059,1038,1112,1039
gene_6464,8245,8936,8136,6199,7102,6406
gene_6465,2639,3211,3161,2223,2779,2250
gene_6466,31,67,19,46,20,28
gene_6467,1075,1086,1229,440,407,510
gene_6468,946,1158,1060,468,526,508
gene_6469,501,620,585,919,998,905
gene_647,3820,4431,4245,3732,3971,3730
gene_6470,168,162,120,86,87,123
gene_6471,116745,129828,115348,100353,110973,101493
gene_6472,7262,9461,8045,9844,11233,9858
gene_6473,288106,361906,315950,217251,252580,225501
gene_6474,1278,1580,1321,839,1017,782
gene_6475,635,706,709,696,772,793
gene_6476,743,836,874,810,854,706
gene_6477,1929,2286,2218,1610,1796,1632
gene_6478,172,219,224,208,158,102
gene_6479,940,931,822,814,837,673
gene_648,785,870,934,487,552,634
gene_6480,6236,5350,6002,4155,3957,3736
gene_6481,276,268,363,308,286,274
gene_6482,971,1061,1112,848,927,824
gene_6484,10926,11209,11056,10840,11739,10802
gene_6485,323,405,373,373,337,310
gene_6486,144,128,120,180,131,130
gene_6487,88,97,99,85,83,80
gene_6488,714,839,736,416,547,413
gene_6489,2128,2701,2382,1629,1703,1478
gene_649,262,308,277,182,178,162
gene_6490,1362,1544,1452,1688,1704,1540
gene_6491,13678,15468,14654,9021,9999,9335
gene_6492,6758,8292,7961,5034,5955,5080
gene_6493,2931,3354,3071,2923,3008,2909
gene_6494,737,713,732,484,614,510
gene_6495,252,287,307,255,280,240
gene_6496,449,465,362,389,440,423
gene_6497,3882,4378,4323,4613,4885,4670
gene_6499,102,135,149,72,69,67
gene_650,2905,3567,3217,3601,3826,3508
gene_6500,1601,1811,1624,1827,1722,1803
gene_6501,3943,3814,4176,2637,2699,2750
gene_6502,2466,2952,2760,2345,2702,2296
gene_6503,2094,2182,2364,458,545,675
gene_6504,4158,5209,4497,3784,4141,3856
gene_6505,343,487,495,439,521,387
gene_6506,2834,2871,2878,2570,2810,2533
gene_6508,3216,3709,3674,2378,2784,2533
gene_6509,1163,1231,1392,573,705,628
gene_6510,28008,31559,31137,16215,17539,16592
gene_6511,1158,1292,1246,1157,1278,1104
gene_6512,1138,1305,1222,601,879,651
gene_6513,807,919,808,630,613,604
gene_6514,8456,8392,9335,4958,5958,5247
gene_6515,379,479,363,319,383,383
gene_6517,1649,2192,1975,840,920,902
gene_6518,1622,1885,1731,1463,1576,1519
gene_6519,127,155,128,81,148,110
gene_652,1553,1971,1829,1515,1591,1514
gene_6520,4774,5211,4779,4048,4337,4130
gene_6522,16262,17306,17423,27816,33024,29492
gene_6523,539,674,616,143,169,159
gene_6524,2605,2538,2573,1946,1901,1980
gene_6525,665,808,808,625,670,709
gene_6526,1845,2338,1876,2401,2708,2367
gene_6528,2701,3105,2808,2989,3435,3195
gene_6529,2334,2634,2356,2326,2362,2286
gene_653,35573,39183,40186,30923,33706,31700
gene_6530,7221,8557,7799,5730,6495,6289
gene_6531,13112,12985,12983,9052,10021,9121
gene_6532,14814,18286,16127,17536,17807,17223
gene_6533,6475,7616,6567,5209,6142,5244
gene_6534,1467,1944,1540,1504,1585,1424
gene_6535,5279,5944,5212,5492,6015,5631
gene_6536,4953,5696,5248,8202,8888,7668
gene_6537,1460,1773,1656,1299,1411,1192
gene_6538,820,907,931,711,960,878
gene_6539,5774,6827,6278,5120,5646,5418
gene_654,865,867,922,466,538,539
gene_6540,5412,6463,6011,5459,6147,5194
gene_6542,77,94,68,91,74,82
gene_6543,639,644,649,624,668,538
gene_6544,956,1138,1206,468,446,472
gene_6546,1563,1624,1889,1655,1722,1519
gene_6548,26592,28549,26893,17741,18266,16870
gene_6549,1959,2139,2005,1410,1385,1289
gene_655,2639,2724,2928,2312,2112,2232
gene_6551,28883,30899,32073,26506,28878,26791
gene_6552,24772,25419,26194,18496,20914,19125
gene_6553,351,423,392,290,368,347
gene_6555,1364,1717,1324,1760,1685,1711
gene_6556,605,736,835,773,767,744
gene_6557,3093,3466,3040,3250,3765,3220
gene_6558,359,521,367,401,445,442
gene_6559,15185,14620,16295,12774,12343,11633
gene_656,310,394,286,330,260,251
gene_6560,2216,2531,2219,2273,2440,2413
gene_6561,8720,9282,8540,9968,10914,10474
gene_6562,2313,2687,2668,2496,2493,2255
gene_6563,2583,3498,3190,3396,3477,3243
gene_6564,1959,2365,2353,2412,2407,2390
gene_6565,9845,11777,10510,11227,11929,11272
gene_6566,3638,3921,3771,2825,3158,2871
gene_6567,22542,26863,23825,20282,23008,21362
gene_6568,600,701,660,648,862,801
gene_6569,7116,8490,7553,7848,8413,7261
gene_657,659,750,838,164,177,154
gene_6570,1123,1329,1086,965,1016,823
gene_6571,2753,3157,2939,2352,2539,2260
gene_6572,252,356,345,249,281,266
gene_6573,3895,4502,3490,4377,4512,4078
gene_6575,2024,2112,2265,2750,2609,2538
gene_6576,935,1253,1150,1098,1113,1081
gene_6577,1852,2333,2195,1556,1809,1579
gene_6578,149,157,155,152,147,142
gene_6579,3744,4123,3816,3862,4365,4291
gene_658,9003,9343,9405,4775,5044,4829
gene_6580,4137,4494,4268,3344,3626,3181
gene_6581,1591,1894,1618,1586,1769,1450
gene_6582,3531,3628,3845,2731,3385,3321
gene_6583,1048,1408,1194,1299,1217,1229
gene_6584,550,689,617,604,604,634
gene_6585,946,1093,1046,898,925,909
gene_6586,354,346,370,369,297,396
gene_6587,3856,4648,3962,3751,4495,3959
gene_6588,1224,1462,1284,1173,1345,1276
gene_659,1102,1199,1211,843,890,1009
gene_6591,2234,2356,2507,1986,2189,1985
gene_6592,2218,2664,2472,2392,2450,2390
gene_6593,46949,53038,50660,27894,30702,29635
gene_6594,1226,1446,1557,1204,1262,1090
gene_6595,899,906,927,1002,903,962
gene_6596,593,625,584,554,590,564
gene_6599,1064,1324,1141,1466,1757,1608
gene_66,87,87,120,77,59,61
gene_660,878,1146,1098,598,632,518
gene_6600,237,306,316,197,220,238
gene_6601,53,67,79,62,54,60
gene_6602,2324,2764,2532,1455,1655,1447
gene_6603,5996,7321,6419,4797,5226,4693
gene_6604,1132,1221,1153,857,1157,935
gene_6605,105,161,100,43,63,71
gene_6608,4450,5315,4712,4473,4984,4536
gene_6609,10154,12236,10935,8614,9950,8730
gene_661,854,991,897,667,756,686
gene_6610,19030,21905,20783,10512,11434,10989
gene_6611,898,804,918,260,282,250
gene_6612,1862,2070,1938,1834,2086,1925
gene_6613,2248,2564,2338,2135,2170,1975
gene_6614,1664,2089,1704,2144,2355,2091
gene_6615,2187,2546,2451,977,993,954
gene_6616,299,336,312,292,287,262
gene_6617,2213,2306,2232,2726,2935,2674
gene_6618,1278,927,1023,1448,1210,1253
gene_6619,274,432,298,458,554,522
gene_662,2642,2945,2669,1502,1819,1724
gene_6620,5950,7528,6385,7125,7470,6794
gene_6621,542,614,541,239,305,220
gene_6622,2410,2789,2339,2980,3276,3051
gene_6623,1460,1953,1719,1681,2101,1884
gene_6624,2070,2075,2435,2258,2371,2493
gene_6626,214,292,210,250,250,284
gene_6627,864,1036,1023,840,970,731
gene_6628,1243,1335,1191,1095,1217,1041
gene_6629,885,977,1014,1007,1033,1011
gene_663,537,642,680,502,600,541
gene_6630,440,477,457,292,384,297
gene_6631,38,45,27,57,49,64
gene_6632,290,366,318,304,297,329
gene_6635,515,676,540,386,400,405
gene_6636,1773,1923,1795,1786,2025,1889
gene_6637,327,413,407,327,414,360
gene_6638,1744,1848,1707,1501,1759,1601
gene_6639,3332,3392,3464,3073,3256,3087
gene_664,4101,4589,4350,3480,4013,3678
gene_6640,1101,1329,1341,1066,1075,1035
gene_6641,263,271,257,199,240,230
gene_6642,570,516,615,169,212,253
gene_6643,1560,1645,1628,1297,1663,1409
gene_6644,110,147,138,111,106,116
gene_6645,1738,2174,2072,1564,1984,1696
gene_6646,549,664,739,623,675,697
gene_6647,629,736,702,712,808,660
gene_665,759,919,887,518,644,617
gene_6651,849,1033,845,901,920,929
gene_6652,3514,3759,3673,2776,3134,2692
gene_6653,1585,1999,1741,1699,1651,1820
gene_6654,138,93,128,74,25,41
gene_6655,13121,16526,15362,10144,10882,9523
gene_6656,833,1001,876,891,814,814
gene_6657,1556,2038,2035,842,897,797
gene_666,1402,1677,1462,1197,1315,1162
gene_6660,67,109,83,183,197,164
gene_6661,936,1059,944,963,979,848
gene_6662,1618,1931,1616,1833,2005,1870
gene_6663,2285,2613,2395,2050,2142,2282
gene_6664,2021,2278,2228,2411,2522,2341
gene_6665,928,1178,1096,960,846,937
gene_6666,1577,1840,1705,1445,1633,1511
gene_6667,1115,1358,1266,1265,1436,1224
gene_6668,2128,2072,2173,2162,2155,2030
gene_6669,712,663,606,1030,871,885
gene_667,824,860,917,501,637,515
gene_6670,524,513,461,710,813,786
gene_6671,1881,2055,2124,2243,2356,2277
gene_6672,2549,2885,2917,1485,1721,1685
gene_6673,18527,19330,21346,12387,12824,12195
gene_6675,12151,14652,13575,7809,8371,7958
gene_6676,1887,2255,2023,2195,2500,2289
gene_6678,1935,2278,2104,1921,2067,2072
gene_6679,106,142,148,149,133,168
gene_668,777,878,842,706,909,740
gene_6680,1787,2082,2232,1488,1537,1483
gene_6681,3203,3418,3675,2714,3046,2823
gene_6682,488,472,557,173,140,127
gene_6683,12040,12507,14227,6440,7013,6581
gene_6684,3634,4142,3547,3581,3912,3826
gene_6685,477,528,465,620,652,570
gene_6686,3177,3841,3356,2969,3024,2703
gene_6689,594,712,580,533,553,484
gene_669,2159,2574,2104,1504,1645,1491
gene_6690,1903,1806,2055,1679,1475,1559
gene_6691,3148,3899,3258,2777,2925,2784
gene_6692,30948,33214,34520,23168,26146,24889
gene_6694,5077,5609,5537,4428,4784,3935
gene_6695,807,957,760,645,739,717
gene_6697,676,811,824,395,430,354
gene_6698,273,278,301,212,225,147
gene_6699,3068,2615,2821,2952,3017,2707
gene_67,3011,3381,3504,2025,1874,1878
gene_670,1133,1195,1361,473,492,544
gene_6700,1316,1672,1471,1399,1448,1371
gene_6701,1938,2164,1828,2008,2206,2089
gene_6702,5492,5656,5701,4449,5103,4937
gene_6703,5411,6004,5599,6913,7225,7105
gene_6704,983,1244,998,1029,1453,1119
gene_6705,2120,2637,2306,2112,2347,2174
gene_6706,1697,2162,2132,1603,1649,1527
gene_6707,260,312,272,236,190,189
gene_6708,10667,12400,11361,8283,9609,9023
gene_6709,938,1144,1000,1032,1028,971
gene_671,787,950,928,687,773,750
gene_6710,3671,3619,3971,2774,3196,2863
gene_6711,3227,3492,3397,3055,3486,3265
gene_6712,5312,6208,6297,4266,4550,4136
gene_6713,663,699,713,496,572,565
gene_6714,2008,2324,2279,1855,2144,2084
gene_6715,258,321,289,167,211,171
gene_6716,1661,2055,1763,1540,1818,1431
gene_6717,841,1089,946,651,701,656
