Gene,ATSwo1,ATSwo2,ATSwo3,ATSAc1,ATSAc2,ATSAc3
gene_4980,737,769,785,685,637,541
gene_4981,8884,9054,9647,6058,6980,6504
gene_4982,3129,3995,3402,2535,2892,2896
gene_4983,11476,12425,12623,7084,8360,7713
gene_4985,24288,30397,25200,25392,27039,26004
gene_4986,788,911,791,659,816,685
gene_4987,543,519,432,151,168,189
gene_4988,2008,1680,1851,2155,2246,1894
gene_4989,1703,1883,1573,1889,2188,1970
gene_499,830,1036,984,794,767,792
gene_4990,355,350,357,251,234,303
gene_4991,1581,1906,1776,1415,1405,1315
gene_4992,1327,1680,1392,1146,1439,1259
gene_4996,857,1004,896,529,669,688
gene_4997,1608,1683,1698,767,867,860
gene_4998,5318,5196,5865,4467,4887,4446
gene_4999,6445,7688,6926,5975,7080,6589
gene_5,1253,1364,1244,989,1054,1095
gene_500,5089,5508,5389,4857,5637,4980
gene_5003,296,421,367,166,201,164
gene_5004,2915,3617,3032,3737,3895,3629
gene_5005,1477,1525,1356,970,1023,1060
gene_5006,157,154,206,99,112,112
gene_5007,647,820,683,502,603,588
gene_5008,55,87,102,73,61,55
gene_5009,242,274,255,261,309,246
gene_501,22,17,23,20,22,11
gene_5010,30,43,30,33,14,22
gene_5011,558,672,645,534,683,611
gene_5012,420,513,517,206,297,220
gene_5013,20,29,32,18,19,29
gene_5015,2335,2306,2462,1600,1593,1538
gene_5016,1484,1531,1585,1049,1187,1093
gene_5017,2458,2635,2453,1947,2061,1801
gene_5019,23,32,56,45,51,70
gene_502,2289,3067,2555,2630,2784,2794
gene_5020,672,679,798,556,645,565
gene_5021,1282,1615,1372,1431,1532,1419
gene_5022,1101,1262,1177,1171,1379,1153
gene_5023,653,758,717,653,629,610
gene_5024,29,49,52,77,55,74
gene_5026,1434,1446,1506,1016,1019,1061
gene_5027,1418,1466,1415,1397,1579,1668
gene_5028,301,289,393,275,347,257
gene_5029,2017,2417,1969,1779,2080,1843
gene_503,92,101,146,133,155,191
gene_5033,18,33,22,44,50,56
gene_5034,933,1121,988,1066,1081,951
gene_5035,9370,8080,10502,12439,10716,10848
gene_5036,2081,2347,2171,2983,3032,3215
gene_5037,1316,1315,1604,1007,1210,1257
gene_5038,1419,1563,1548,1233,1253,1151
gene_5039,594,669,723,175,152,143
gene_5040,881,1050,1014,482,560,628
gene_5041,2250,2329,2373,1453,1708,1463
gene_5042,739,866,836,550,621,556
gene_5043,1733,2021,1954,1855,1671,1738
gene_5047,2302,3060,2792,1705,1767,1674
gene_5050,5400,5775,6022,5733,6262,5543
gene_5051,397,522,548,225,211,206
gene_5052,767,833,757,714,799,601
gene_5053,2221,2219,2265,1698,1819,1580
gene_5054,10019,12249,11536,6940,7462,6783
gene_5055,585,680,673,573,706,597
gene_5056,1048,1431,1197,877,948,828
gene_5057,1407,1737,1642,587,766,701
gene_5058,3940,4833,4326,2310,2765,2287
gene_506,867,1074,919,992,1007,958
gene_5062,824,1072,959,998,1141,1077
gene_5063,181,269,312,161,196,196
gene_5064,4491,5712,4727,4064,4030,3880
gene_5065,1823,1928,1969,2062,2272,2048
gene_5066,1747,1875,1912,1532,1695,1766
gene_5067,3075,2713,2964,2364,2458,2422
gene_5068,6087,7484,6796,5721,6123,5738
gene_5069,290,388,338,334,387,290
gene_507,2205,1720,2052,1860,1897,1650
gene_5071,2216,2600,2480,1111,1316,1293
gene_5072,2618,3243,2979,2304,2666,2456
gene_5073,3652,4337,3820,3572,3789,3490
gene_5074,7113,7432,7593,7027,7716,6936
gene_5075,67,24,27,58,47,34
gene_5076,1360,1365,1311,485,581,480
gene_5077,57874,57775,64930,45938,47819,44946
gene_5078,39,32,19,30,32,23
gene_5079,2146,2824,2509,1221,1459,1375
gene_508,1153,1233,1261,2653,2974,2779
gene_5080,473,663,522,358,373,382
gene_5081,4302,5209,4676,4626,4985,4714
gene_5082,5167,5306,5109,4463,4991,4666
gene_5084,306,397,411,95,115,111
gene_5085,3425,3396,3460,2750,2979,2616
gene_5087,3672,3737,3852,3447,3694,3593
gene_5088,1837,2284,1934,2349,2507,2429
gene_5089,1252,1366,1341,1536,1795,1608
gene_509,1664,2107,1900,2116,2274,2161
gene_5090,2043,2068,2083,2217,2542,2428
gene_5091,18849,18710,18477,10190,10849,10418
gene_5092,1007,1039,948,1563,1484,1307
gene_5093,37,44,64,41,41,43
gene_5099,6931,8321,7717,5723,6159,5462
gene_51,670,714,729,621,597,595
gene_5100,11673,11970,12215,7874,9306,8469
gene_5101,5473,5808,5786,4314,5101,4469
gene_5102,1695,2313,1768,1619,2063,1855
gene_5103,3640,4307,3746,3062,3894,3262
gene_5104,9179,11212,9727,9712,10338,9888
gene_5106,1952,1982,2029,1575,1673,1561
gene_5107,1366,1465,1503,572,617,571
gene_5108,3961,4440,4374,3425,4057,3620
gene_5109,5205,5907,5066,4622,5702,4842
gene_511,1445,1677,1678,1163,1104,1087
gene_5110,2871,3399,3100,2635,2741,2829
gene_5111,529,633,517,337,345,348
gene_5112,1552,1853,1725,1373,1556,1405
gene_5113,1034,1257,1117,582,742,650
gene_5114,1894,2357,2034,2225,2223,2302
gene_5115,1707,2113,1914,1890,2201,1922
gene_5116,1696,2097,1948,1475,1464,1683
gene_5117,2836,3127,3270,1779,2008,2055
gene_5118,2919,3452,3101,1176,1516,1427
gene_5119,1397,1553,1574,393,501,474
gene_512,95,75,124,33,55,67
gene_5120,3398,4332,3699,1601,2003,1835
gene_5121,55347,60198,60125,20284,23876,21341
gene_5122,2506,2572,2499,2102,1917,2041
gene_5127,889,995,898,461,524,497
gene_5128,871,932,807,424,418,401
gene_5129,1557,1888,1714,1014,1284,1176
gene_513,2956,2850,3202,2250,2450,2289
gene_5130,1514,1850,1627,1414,1504,1441
gene_5131,637,627,621,251,295,272
gene_5132,1016,1271,1010,681,766,825
gene_5133,492,604,652,511,583,518
gene_5139,2905,3295,3040,1948,2285,2294
gene_514,1070,1178,1366,829,753,894
gene_5140,2646,3008,2862,1927,2024,1864
gene_5142,253,337,340,93,68,76
gene_5143,5883,6870,6415,4646,5373,4901
gene_5144,1154,1387,1331,1220,1242,1280
gene_5145,1599,1966,1820,1857,1923,2061
gene_5146,2860,3222,2965,3371,3642,3668
gene_5147,3032,2808,3126,2257,2400,2269
gene_5148,5040,5797,6057,5012,4917,4483
gene_5149,1047,1343,1180,1279,1257,1232
gene_515,2730,2912,2625,2562,2795,2633
gene_5150,10219,9644,10371,5435,5964,6247
gene_5151,1439,1760,1591,1251,1137,1193
gene_5152,1809,1964,1719,1639,1735,1588
gene_5153,34,32,34,28,28,24
gene_5154,1525,2016,1798,1524,1897,1707
gene_5155,301,294,315,147,176,140
gene_5156,3500,4134,3615,2531,3086,2979
gene_5157,1035,1287,1105,921,932,896
gene_5158,1559,1766,1754,1673,1727,1497
gene_5159,565,688,666,436,524,418
gene_516,1794,2084,2095,998,1054,961
gene_5160,2402,3039,2741,2356,2366,2230
gene_5161,3041,3209,2929,2608,2930,2641
gene_5162,1428,1553,1461,1146,1399,1303
gene_5163,1523,1941,1559,1825,1971,1873
gene_5164,3328,3112,3383,3187,3043,2850
gene_5165,49787,57440,53619,54319,63387,58014
gene_5166,1277,1531,1415,848,820,758
gene_5167,3533,3761,3928,2058,2524,2257
gene_5169,846,1119,993,747,760,695
gene_517,201,255,247,139,164,104
gene_5170,9126,10254,10491,2786,3417,3138
gene_5171,908,1082,1141,674,829,686
gene_5172,3993,4352,4027,3379,4008,3559
gene_5173,4129,4997,4404,3686,3879,3506
gene_5174,335,381,374,131,130,130
gene_5175,2890,2953,2828,2445,2332,2695
gene_5176,524,561,512,293,325,338
gene_5177,4063,4842,4407,4075,4514,4348
gene_5178,2293,2499,2338,2172,2095,2005
gene_5179,4693,5354,5129,4419,4636,4294
gene_518,1915,2078,2153,2060,2336,2048
gene_5180,2019,2436,2059,2258,2287,2116
gene_5181,2668,3338,2922,2239,2755,2406
gene_5182,2145,2334,2520,2076,1959,1940
gene_5183,174,246,200,168,170,169
gene_5184,506,625,685,656,819,787
gene_5185,333,323,313,162,188,142
gene_5186,508,571,585,442,529,505
gene_5187,845,869,883,740,743,714
gene_5188,1086,1336,1163,959,1051,980
gene_5189,744,814,677,475,520,463
gene_519,3433,4316,3656,3688,3971,3648
gene_5191,316,391,293,368,413,407
gene_5193,2199,2243,2520,1644,1891,1858
gene_5194,706,654,728,535,556,569
gene_5195,1410,1186,1313,1013,1145,1067
gene_5196,1382,1496,1477,1059,1203,1122
gene_5197,1937,2155,1967,1433,1443,1309
gene_5199,523,691,579,578,632,726
gene_52,3283,3710,3339,3731,4242,3642
gene_520,2053,2504,2245,1814,1926,2034
gene_5200,4167,3988,4056,3406,3676,3596
gene_5201,5710,6555,6360,3060,3381,2976
gene_5202,359,425,453,91,85,125
gene_5203,2027,2137,1903,1463,1775,1741
gene_5204,1809,2071,1920,2324,2440,2128
gene_5205,2159,2647,2637,1955,2114,2006
gene_5206,427,486,412,282,394,359
gene_5207,377,380,375,382,375,417
gene_5208,58,30,55,102,59,64
gene_5209,366,471,423,173,218,183
gene_521,2299,2668,2661,1899,2234,2127
gene_5210,349,538,473,149,111,123
gene_5211,65,75,69,31,52,28
gene_5212,1006,1232,1067,921,920,1042
gene_5213,1101,1282,1109,992,1136,983
gene_5214,14365,17222,15837,8366,9171,8473
gene_5215,10319,12847,12655,8321,8390,7859
gene_5216,3119,3440,3028,1560,1815,1722
gene_5217,5560,5820,6242,2456,3026,2721
gene_5219,1902,2406,2101,2245,2415,2173
gene_5220,1104,1262,1046,858,985,956
gene_5221,9517,11552,10838,6668,7276,6536
gene_5222,4744,5388,5541,3480,3771,3588
gene_5223,45336,53904,48669,46528,48493,44245
gene_5224,2559,3429,2913,2488,2802,2220
gene_5225,795,873,945,929,1009,966
gene_5226,1145,1329,1301,1294,1488,1260
gene_5227,1973,1970,1921,2247,2292,2187
gene_5228,2882,3364,3236,5018,5502,4846
gene_5229,1357,1608,1355,1695,1789,1561
gene_5230,15921,20151,18665,10162,12047,10741
gene_5231,72,106,114,205,220,253
gene_5232,434,690,527,654,736,601
gene_5233,3074,3660,3230,2964,3256,3036
gene_5234,1756,2213,2098,1786,2082,1711
gene_5235,756,779,796,488,546,504
gene_5237,2222,2932,2435,2192,2460,2420
gene_5240,7672,10011,8922,8800,9252,8674
gene_5241,1054,1600,1318,1130,1318,1197
gene_5242,2739,3138,2706,3170,3196,3030
gene_5243,647,864,910,754,832,710
gene_5244,58654,59568,56955,40621,43420,38856
gene_5245,1108,959,1167,1156,1120,1070
gene_5246,25731,30126,28609,14025,16584,14742
gene_5247,4799,5266,5298,3871,4534,3803
gene_5248,1067,1135,1213,966,970,750
gene_5249,2312,1988,2353,2621,2656,2582
gene_525,970,982,1183,588,765,699
gene_5250,970,1135,1164,1333,1653,1368
gene_5251,593,764,609,597,529,512
gene_5252,2647,2578,2816,1864,2141,1871
gene_5253,2189,2340,2409,1374,1551,1545
gene_5254,636,855,941,834,906,878
gene_5255,166,176,160,124,102,84
gene_5256,2733,3082,2914,1489,1618,1501
gene_5257,3086,2455,2670,3167,2261,2050
gene_5258,1272,1537,1341,1694,1688,1507
gene_5259,1585,1856,1645,1702,1765,1776
gene_526,1176,1314,1209,954,1052,913
gene_5260,2371,2927,2836,2014,2352,2054
gene_5261,406,506,414,202,178,181
gene_5265,872,1116,1029,721,742,705
gene_5266,2903,3108,2690,2063,2308,2158
gene_5267,3337,3906,3344,3555,3625,3413
gene_5268,1073,1214,1341,943,1114,995
gene_5269,1167,1476,1289,1136,1312,1130
gene_527,582,692,633,354,370,221
gene_5270,335,393,354,165,184,178
gene_5271,1410,1646,1502,1517,1648,1452
gene_5272,397,416,506,363,301,282
gene_5273,2409,2367,2358,2438,2483,2232
gene_5274,1764,1877,1763,1386,1655,1288
gene_5275,3123,3849,3710,3534,3994,3440
gene_5276,439,560,478,291,340,330
gene_5277,2893,3178,2968,2983,3361,3118
gene_5278,1771,1894,1727,1652,1626,1475
gene_5279,1477,1286,1371,1221,1264,1148
gene_528,12896,16246,14362,16982,18791,17045
gene_5280,273,296,286,209,207,241
gene_5281,3590,4057,3829,3558,4013,4025
gene_5282,4775,5305,4937,4378,4521,4042
gene_5283,1736,1978,1893,1131,1510,1254
gene_5284,5597,5746,6266,2763,2862,2710
gene_5287,5042,5629,5870,3083,3508,3443
gene_5288,2412,2609,2504,2624,3016,2573
gene_5289,14975,18628,15735,11837,12810,11691
gene_529,122833,149823,132121,199296,206439,188779
gene_5290,4606,5819,5176,3216,3836,3637
gene_5291,1571,1740,1702,995,1072,1167
gene_5292,1970,2105,1925,292,293,322
gene_5293,832,963,862,734,861,859
gene_5294,446,403,448,292,493,421
gene_5295,1448,1566,1611,1090,1187,1086
gene_5296,2441,2676,2746,3659,4439,4093
gene_5297,126,118,108,88,78,87
gene_5298,94,47,90,95,94,72
gene_5299,3581,4415,3831,3856,4242,3648
gene_53,125,100,74,59,45,103
gene_530,1529,1734,1598,1500,1535,1451
gene_5300,1601,1860,1808,1341,1487,1551
gene_5301,523,791,750,116,86,136
gene_5302,1280,1497,1260,878,980,837
gene_5303,1875,2294,2070,1609,1741,1441
gene_5304,1734,1855,1762,1427,1368,1311
gene_5305,2777,3081,2911,2552,2799,2289
gene_5306,1878,2314,1827,1345,1397,1277
gene_5307,4527,5387,4517,4809,5064,4995
gene_5308,687,755,623,711,763,639
gene_5309,2142,2486,2356,1914,2162,2037
gene_531,508,532,569,557,665,570
gene_5310,542,586,553,471,552,518
gene_5311,1154,1336,1392,1099,1203,1119
gene_5312,6335,7071,6267,4274,4459,4375
gene_5313,751,946,935,500,583,510
gene_5314,1967,1794,1905,2279,2131,1930
gene_5316,1908,2313,2288,1949,2144,1867
gene_5317,311,374,374,287,399,289
gene_5318,1887,2074,1877,870,1109,976
gene_5319,4312,4544,4480,3551,4165,3655
gene_532,2475,3097,2638,1804,2032,2053
gene_5320,559,681,693,819,794,671
gene_5321,65,61,49,54,84,57
gene_5323,269,371,345,117,189,222
gene_5324,590,749,686,412,432,430
gene_5325,7159,8284,7522,5958,5926,5392
gene_5326,728,834,698,552,624,491
gene_5327,3039,3291,3529,2003,2235,2336
gene_5328,1685,2218,2071,1422,1467,1399
gene_5329,263,396,247,260,258,226
gene_533,757,826,913,493,500,501
gene_5330,513,687,560,341,404,435
gene_5331,1384,1709,1508,1366,1495,1270
gene_5332,81,75,68,40,31,32
gene_5333,788,967,789,629,643,583
gene_5334,797,1117,1100,682,927,711
gene_5335,2058,2849,2354,1809,1794,1642
gene_5336,5155,5892,5136,5696,6288,5933
gene_5337,2605,3220,2712,3012,3388,3168
gene_5338,323,421,410,276,266,219
gene_5339,1653,1971,1930,1274,1446,1336
gene_534,2452,2297,2670,1729,2016,1677
gene_5340,689,753,651,386,442,436
gene_5341,2565,2752,2738,2394,2504,2149
gene_5342,2290,2890,2785,1974,2155,2156
gene_5343,3983,4515,3971,3652,4103,4051
gene_5344,1533,1647,1496,1435,1607,1539
gene_5345,851,1115,977,839,815,764
gene_5346,1940,2452,2360,1669,1795,1603
gene_5349,1189,1395,1156,1386,1377,1273
gene_535,1508,1594,1481,1077,1114,934
gene_5350,1360,1577,1469,1266,1350,1175
gene_5351,2886,3196,3197,2761,2988,2906
gene_5352,2107,2518,2434,2017,2284,2323
gene_5353,1029,1345,1294,1207,1157,1050
gene_5354,2073,2353,2421,1582,1638,1440
gene_5355,306,353,338,192,251,185
gene_5356,1967,2414,2131,1900,1925,1926
gene_5357,106,95,150,70,80,60
gene_5358,335,368,338,188,290,235
gene_5359,735,896,781,529,547,573
gene_5360,2045,2682,2474,2446,2340,2362
gene_5361,1717,2143,2022,622,787,678
gene_5362,952,1244,1088,851,909,822
gene_5363,2131,2828,2301,1951,2359,1968
gene_5364,1879,2226,1939,1715,1882,1743
gene_5365,2203,2777,2297,1193,1599,1536
gene_5366,2665,3200,2844,2216,2329,2326
gene_5367,688,933,762,483,607,503
gene_5368,1114,1379,1185,817,882,815
gene_5369,4343,5373,4724,2816,2682,2744
gene_5370,3890,4306,4017,2948,3445,3100
gene_5371,15773,17631,19586,9652,11323,10709
gene_5372,604,772,657,372,341,431
gene_5373,1352,1680,1570,1035,1138,1028
gene_5374,1444,1675,1607,1290,1477,1274
gene_5375,524,602,550,148,186,156
gene_5376,8820,11280,9744,7535,8743,8125
gene_5377,951,1230,995,915,967,859
gene_5378,860,1012,874,303,338,313
gene_5379,367,422,409,51,50,50
gene_538,1861,2319,1968,1998,2320,2149
gene_5380,227,220,241,89,65,61
gene_5381,682,837,757,515,559,521
gene_5382,2017,2379,2284,1774,2096,1977
gene_5383,712,675,657,428,466,434
gene_5384,1918,1943,2056,1191,1312,1223
gene_5387,27,18,25,30,24,19
gene_5388,1623,1965,1792,1643,1567,1586
gene_5389,478,526,520,446,549,437
gene_539,1468,1773,1330,1638,1838,1553
gene_5390,6736,7271,7940,5009,5522,4887
gene_5391,53,63,36,83,68,70
gene_5392,3588,4088,3831,3544,4185,3995
gene_5393,815,967,984,718,764,776
gene_5394,385,503,492,346,386,351
gene_5395,1036,1059,979,1008,981,1058
gene_5396,1259,1351,1268,925,1075,1054
gene_5397,4034,4888,4560,3519,3440,3521
gene_5398,1247,1348,1259,1410,1376,1362
gene_5399,734,821,766,291,378,385
gene_54,1348,1578,1325,1236,1345,1200
gene_540,3536,3131,4409,1336,1323,1339
gene_5400,2199,2587,2441,2070,2398,2003
gene_5401,3247,4108,3493,3448,3593,3240
gene_5402,1783,2089,1944,1417,1223,1359
gene_5403,2004,2616,2262,2080,2289,2063
gene_5404,21072,25583,23002,11731,13464,12277
gene_5405,736,980,892,696,816,700
gene_5406,20899,22940,21179,16842,17797,17282
gene_5407,456,553,497,510,393,435
gene_5408,822,847,899,730,911,734
gene_5409,1684,1807,1732,1195,1447,1146
gene_5410,1520,1770,1573,1143,1549,1217
gene_5411,3003,3690,3518,2049,2254,1881
gene_5412,9926,11856,10490,6111,6743,6094
gene_5413,3548,4204,3579,3201,4025,3430
gene_5414,64,74,65,51,52,43
gene_5415,1419,1622,1718,1224,1195,1157
gene_5416,4160,4214,4169,4057,4253,3828
gene_5417,2139,2112,2297,1518,1851,1665
gene_5418,2790,3525,2985,2366,2473,2115
gene_5419,436,617,508,502,553,534
gene_542,1306,1442,1335,676,676,597
gene_5420,398,462,438,90,86,113
gene_5421,3747,4575,4150,3614,3615,3542
gene_5422,3299,4006,3635,2940,3207,2795
gene_5423,1327,1564,1522,544,626,593
gene_5424,4281,4895,4789,3808,4196,3971
gene_5425,206,232,200,212,270,217
gene_5429,1850,2441,2185,1387,1572,1424
gene_543,66,62,81,21,29,56
gene_5430,3498,4064,3713,3237,3467,3438
gene_5431,3419,3857,3644,3451,3939,3408
gene_5432,3341,3645,3686,2965,3289,3201
gene_5433,1558,1952,1809,1891,1997,1930
gene_5434,1587,1733,1761,1396,1726,1619
gene_5435,3071,3271,3280,2298,2787,2646
gene_5436,3460,3961,4218,3036,3414,3178
gene_5437,1234,1378,1472,1369,1478,1562
gene_5442,781,935,946,710,832,668
gene_5443,2118,2302,2171,1881,2189,1955
gene_5444,2860,3013,3230,2229,2217,2100
gene_5447,4039,4378,4031,3916,4232,3617
gene_5448,9611,10438,10156,7372,8176,7568
gene_5449,1980,2101,1860,1933,1938,1933
gene_545,1132,1425,1123,1344,1425,1300
gene_5450,610,758,813,543,694,610
gene_5451,1107,1170,1132,890,1126,908
gene_5452,414,559,510,342,433,320
gene_5453,1571,1840,1794,780,886,799
gene_5454,1687,1874,1659,1452,1545,1454
gene_5455,3877,3961,4166,3257,3481,3133
gene_5456,1314,1348,1293,807,882,925
gene_5457,977,1251,1220,520,599,647
gene_5458,1622,1818,1801,1394,1609,1594
gene_5459,1152,1336,1343,1226,1446,1179
gene_546,683,703,748,623,681,688
gene_5460,1053,1027,1117,784,911,960
gene_5462,1556,1635,1550,1441,1467,1492
gene_5463,226,254,179,172,253,186
gene_5464,1059,878,1043,950,905,942
gene_5465,2172,1521,1828,2047,1683,1531
gene_5466,123,115,139,90,70,68
gene_5467,394,493,493,297,277,271
gene_5468,1727,1794,1698,1496,1331,1407
gene_5469,14790,17781,16262,7968,8428,7455
gene_547,1860,2312,1877,2444,2364,2166
gene_5470,3890,5028,4230,2373,2807,2407
gene_5471,1180,1253,1470,799,963,810
gene_5472,3706,3993,4087,2935,3455,3150
gene_5473,876,1115,1104,575,679,674
gene_5474,80,88,148,77,75,65
gene_5475,2915,2966,3178,946,1263,1070
gene_5476,2378,2552,2291,778,826,561
gene_5477,496,651,574,673,835,689
gene_5478,981,1105,1076,952,1093,1051
gene_5479,846,908,707,842,827,761
gene_5480,889,902,903,842,955,823
gene_5481,662,731,604,611,580,524
gene_5482,1419,1766,1452,1224,1340,1272
gene_5483,1428,1195,1831,229,257,258
gene_5485,540,669,603,634,652,658
gene_5486,78,79,78,94,109,76
gene_5489,5491,6456,6228,7512,8899,7917
gene_549,566,701,716,616,613,586
gene_5490,880,1068,938,835,916,862
gene_5491,4206,5012,4481,3751,3942,3736
gene_5492,11313,13369,11839,4314,4192,3766
gene_5493,46,30,37,11,16,16
gene_5494,510,665,430,495,579,519
gene_5495,11254,13327,11457,15215,15994,15384
gene_5497,224,247,191,97,98,119
gene_5498,6131,6089,6532,2905,3257,2853
gene_5499,4321,4448,4424,3749,4280,3801
gene_55,3620,4571,3897,4287,4628,4456
gene_5500,3613,4185,3920,2910,3203,2815
gene_5501,3155,2960,3174,2415,2876,2470
gene_5503,15169,12196,14603,3747,3594,3029
gene_5504,2788,3168,3119,2499,2415,2487
gene_5505,5072,5333,5252,4338,4693,4366
gene_5506,283,332,354,130,167,137
gene_5511,275,273,255,75,85,63
gene_5512,3057,3423,3064,2364,2342,2158
gene_5513,996,1294,1089,970,1096,1097
gene_5514,11283,13008,11629,15999,16169,14721
gene_5515,1320,1495,1618,1011,833,844
gene_5516,1073,1318,1163,848,918,718
gene_5517,776,835,846,742,842,696
gene_552,5834,5637,5571,5892,5767,5799
gene_5520,51356,57446,58226,31851,35813,33114
gene_5521,3453,3910,3873,3002,3562,3168
gene_5522,6994,8205,7407,5689,5946,5510
gene_5523,657,819,716,827,933,796
gene_5524,13059,12267,11943,13550,12790,12821
gene_5525,3485,3628,3269,2992,3311,3088
gene_5527,374,376,332,380,372,353
gene_5528,4818,5107,5249,3042,3587,3199
gene_5529,2851,3177,2945,1650,1768,1680
gene_5532,1044,983,1114,856,928,845
gene_5533,2560,2985,2475,1672,1752,1801
gene_5534,2569,2901,2724,2818,3135,2938
gene_5535,949,1178,984,910,890,934
gene_5536,14762,16325,16008,14259,14919,13785
gene_5538,1801,2661,2314,1675,1850,1728
gene_5539,3331,3524,4000,2650,2806,2797
gene_554,2708,3240,2862,2468,2707,2591
gene_5541,2042,2585,2103,1773,2059,1677
gene_5542,1496,1746,1470,1057,1122,1072
gene_5543,115,102,96,64,70,49
gene_5546,1443,1730,1539,892,1002,780
gene_5547,4469,5160,4541,2162,2138,2018
gene_5548,1004,1163,915,827,888,718
gene_5549,3912,4736,4268,3541,3754,3511
gene_555,23,14,33,11,16,20
gene_5550,1356,1731,1710,1119,1147,1040
gene_5551,1903,2410,1939,2492,2628,2662
gene_5552,63,92,93,63,47,65
gene_5553,4340,4297,4037,3895,4016,3661
gene_5554,1083,1148,1112,531,648,519
gene_5555,1454,1849,1588,1215,1246,1375
gene_5556,1245,1389,1305,835,923,896
gene_5557,2915,2974,3277,1579,1509,1520
gene_5558,296,332,397,412,362,433
gene_5559,4137,4610,4440,4261,4524,3810
gene_556,2323,2588,2243,2091,2452,2373
gene_5560,2502,2706,2648,1854,1939,1966
gene_5561,1179,1346,1440,917,1049,884
gene_5562,1327,1504,1388,607,623,589
gene_5563,649,788,744,598,634,471
gene_5564,117,89,132,128,85,88
gene_5565,946,1048,975,987,1099,966
gene_5566,1088,1252,1355,1106,1161,1142
gene_5567,39,52,95,60,20,32
