Gene	ATS_Ac_1	ATS_Ac_2	ATS_Ac_3
gene_4016	0	0	0
gene_4017	1988	2219	2080
gene_4018	7345	8322	7468
gene_4019	1189	1445	1214
gene_4020	1839	2239	2049
gene_4021	3110	3769	3616
gene_4022	135	157	93
gene_4023	2949	3240	2978
gene_4024	637	684	690
gene_4025	1980	1983	1779
gene_4026	196	188	125
gene_4027	390	373	355
gene_4028	505	500	534
gene_4029	239	351	301
gene_4030	715	903	797
gene_4031	1965	2107	1963
gene_4032	1747	1915	1803
gene_4033	357	386	355
gene_4034	1246	1457	1280
gene_4036	5349	5778	5105
gene_4037	20	54	43
gene_4039	3266	3539	3167
gene_4040	22750	23924	21137
gene_4041	4846	5302	5180
gene_4043	9008	10995	10194
gene_4044	296	358	289
gene_4045	1627	1760	1563
gene_4046	132	158	125
gene_4047	25254	30283	28987
gene_4048	3084	3250	2856
gene_4049	22528	25132	22758
gene_4050	7	2	4
gene_4051	2462	2486	2410
gene_4052	1069	1074	929
gene_4053	4100	4972	4396
gene_4054	469	572	591
gene_4055	1207	1393	1373
gene_4056	254	274	262
gene_4057	3701	4167	3850
gene_4058	1123	1182	1109
gene_4059	32496	33984	30936
gene_4060	351	235	326
gene_4061	268	316	265
gene_4062	3360	3765	3604
gene_4063	159	153	148
gene_4064	1585	1738	1556
gene_4065	1102	1135	1172
gene_4066	175	193	161
gene_4067	682	915	749
gene_4068	580	792	642
gene_4069	1313	1306	1376
gene_4070	1412	1528	1496
gene_4071	473	403	444
gene_4072	248	283	245
gene_4073	1197	1283	1063
gene_4074	5741	5603	5198
gene_4075	3	2	0
gene_4076	2317	2547	2514
gene_4077	1658	1752	1798
gene_4078	3962	4891	4252
gene_4079	1634	1614	1561
gene_4080	1009	1116	1010
gene_4081	2146	2308	2372
gene_4082	3095	3631	3398
gene_4083	1233	1416	1309
gene_4084	916	986	841
gene_4085	2780	3254	2661
gene_4086	1169	1333	1241
gene_4087	115	130	146
gene_4089	1131	1114	1010
gene_4090	1639	1664	1484
gene_4091	2418	2837	2535
gene_4092	1700	1852	1875
gene_4093	1871	2189	1799
gene_4094	3785	4215	3911
gene_4095	2798	2911	2679
gene_4096	0	0	0
gene_4097	238	138	145
gene_4098	5450	6238	5563
gene_4099	3105	3703	3371
gene_4100	2129	2264	1991
gene_4101	1419	1551	1380
gene_4102	0	0	0
gene_4103	1537	1779	1421
gene_4104	5449	5919	5620
gene_4105	4897	5287	4699
gene_4106	3348	3597	3257
gene_4107	3878	4574	3844
gene_4108	2600	2726	2940
gene_4109	292	332	275
gene_4110	3013	3179	2928
gene_4111	1736	1851	1614
gene_4112	748	891	938
gene_4113	1694	1890	1743
gene_4114	968	967	834
gene_4115	2651	2753	2484
gene_4116	4901	5668	4956
gene_4117	1883	2075	1841
gene_4118	4580	4975	4599
gene_4119	3786	3941	3638
gene_4120	515	647	516
gene_4121	714	824	725
gene_4122	143	122	138
gene_4123	100	87	127
gene_4124	1500	1708	1711
gene_4125	110	131	132
gene_4126	829	958	933
gene_4127	1159	1356	1300
gene_4128	988	1165	961
gene_4129	530	580	598
gene_4130	900	948	939
gene_4131	1109	1164	962
gene_4132	956	1220	954
gene_4133	2499	2580	2274
gene_4134	1750	1825	1591
gene_4136	872	847	853
gene_4137	15	5	7
gene_4138	1918	1985	1801
gene_4139	15	5	8
gene_4140	6158	6681	6251
gene_4141	259	247	237
gene_4142	84	37	56
gene_4143	1399	1547	1508
gene_4144	1410	1706	1561
gene_4145	850	1059	917
gene_4146	1951	2147	1893
gene_4147	1565	1920	1640
gene_4148	3402	3051	3316
gene_4150	473	520	472
gene_4151	5826	5980	5644
gene_4152	5911	7017	6266
gene_4153	902	1064	970
gene_4154	10870	12596	11783
gene_4155	1397	1367	1297
gene_4156	677	703	742
gene_4157	5705	6176	5694
gene_4158	1925	1927	1843
gene_4159	659	632	563
gene_4160	1582	1469	1352
gene_4161	483	503	432
gene_4162	482	592	569
gene_4163	2848	2905	2965
gene_4164	2248	2427	2252
gene_4165	384	352	328
gene_4166	2936	2955	2743
gene_4167	1735	1730	1532
gene_4168	759	812	787
gene_4169	982	1054	974
gene_4170	1175	1088	1052
gene_4171	2819	3093	2978
gene_4172	1653	1648	1663
gene_4173	3897	4066	3883
gene_4174	800	854	856
gene_4175	471	523	478
gene_4176	1139	1165	1036
gene_4177	13885	16103	14647
gene_4178	2058	2261	2059
gene_4179	97	78	121
gene_4180	7591	8271	7567
gene_4181	234	194	223
gene_4182	1062	1185	1075
gene_4183	1349	1589	1459
gene_4184	6190	6947	5887
gene_4185	47462	51697	47967
gene_4186	3668	3883	3758
gene_4187	844	938	949
gene_4188	3598	3956	3663
gene_4189	5042	5292	4900
gene_4191	2997	3128	2965
gene_4192	2232	2467	2213
gene_4193	458	592	594
gene_4194	1093	1139	1136
gene_4195	4938	5383	4866
gene_4196	1224	1292	1204
gene_4197	2319	2400	2105
gene_4198	1931	1984	1928
gene_4199	407	479	397
gene_4200	1424	1447	1317
gene_4201	865	929	704
gene_4202	596	592	585
gene_4203	2308	2478	2184
gene_4204	778	824	914
gene_4205	1652	1656	1583
gene_4206	1159	1161	1234
gene_4207	768	829	828
gene_4208	42	55	34
gene_4210	13	28	21
gene_4211	1520	1550	1526
gene_4212	803	761	717
gene_4213	6074	6885	6657
gene_4214	145	124	134
gene_4215	12	12	12
gene_4216	770	989	826
gene_4217	1070	954	950
gene_4218	800	800	844
gene_4219	8596	9181	8588
gene_4220	8034	8565	8073
gene_4221	4894	5529	4946
gene_4222	2214	2238	2230
gene_4223	749	768	856
gene_4224	5072	5495	5266
gene_4225	162	143	114
gene_4226	2082	1800	1911
gene_4227	13	5	14
gene_4228	82	110	61
gene_4229	348	373	367
gene_4231	208	174	199
gene_4232	2574	2786	2569
gene_4233	1770	1879	1769
gene_4234	8794	8901	8422
gene_4235	12013	13929	12648
gene_4236	4110	3805	3663
gene_4237	1578	1750	1656
gene_4238	1415	1233	1391
gene_4239	890	889	854
gene_4240	970	1112	1039
gene_4241	384	437	428
gene_4242	354	518	447
gene_4243	1376	1388	1274
gene_4244	1463	1922	1452
gene_4245	4470	4624	4457
gene_4246	5369	6491	5679
gene_4247	2612	2736	2556
gene_4248	1580	1552	1409
gene_4249	17449	19791	17861
gene_4250	4021	4558	4381
gene_4251	1490	1682	1562
gene_4252	1367	1589	1418
gene_4253	2902	2987	2809
gene_4254	1048	1113	1072
gene_4256	5217	6129	5370
gene_4257	8	6	0
gene_4258	0	0	0
gene_4259	0	0	0
gene_4260	6408	6773	6136
gene_4261	371	380	374
gene_4262	499	659	644
gene_4263	1496	1578	1590
gene_4264	672	753	640
gene_4265	3056	3285	2929
gene_4266	2818	2977	2592
gene_4267	784	770	633
gene_4268	1290	1564	1342
gene_4269	188	116	145
gene_4270	184	218	184
gene_4271	4336	4580	4088
gene_4272	2122	2272	1999
gene_4273	608	561	587
gene_4274	283	335	316
gene_4275	349	309	297
gene_4276	1788	2045	1693
gene_4277	3359	3567	3469
gene_4278	4260	4782	4497
gene_4279	3927	4507	3885
gene_4280	3890	4306	3869
gene_4281	2293	2534	2518
gene_4282	3157	3133	2899
gene_4283	687	830	732
gene_4284	2323	2375	2249
gene_4285	966	1060	838
gene_4286	548	620	562
gene_4287	12	1	9
gene_4288	369	391	355
gene_4289	854	867	1033
gene_4291	2191	2559	2598
gene_4292	8	4	3
gene_4293	112	100	135
gene_4294	2946	2902	2641
gene_4295	10117	11122	9668
gene_4296	4664	5102	4353
gene_4297	1242	1604	1433
gene_4298	3109	3301	3172
gene_4299	2911	3150	3102
gene_4300	2513	2861	2352
gene_4301	901	1029	1176
gene_4302	2866	3271	2674
gene_4303	3193	3319	3224
gene_4304	844	810	790
gene_4305	5062	5231	4854
gene_4306	2092	2131	2038
gene_4307	0	0	0
gene_4308	1975	2272	1893
gene_4309	2422	2637	2633
gene_4310	4216	4828	4049
gene_4311	1206	1197	1234
gene_4312	1480	1615	1548
gene_4313	2689	3209	2879
gene_4314	2975	3001	2926
gene_4315	825	956	761
gene_4316	18318	19538	18255
gene_4317	278	237	256
gene_4318	1019	999	917
gene_4319	71	59	80
gene_4320	483	440	449
gene_4322	4054	4406	4025
gene_4323	3254	3408	3249
gene_4324	58	101	67
gene_4325	4685	4739	4626
gene_4329	265	253	308
gene_4330	6613	7049	6315
gene_4332	2076	1988	1803
gene_4333	4057	4194	3786
gene_4334	4928	5661	5105
gene_4335	655	628	597
gene_4336	798	975	796
gene_4337	2919	3396	2865
gene_4338	0	1	1
gene_4339	2	5	8
gene_4340	2041	2153	2052
gene_4341	2868	3105	2881
gene_4342	2942	3419	3189
gene_4343	2276	2752	2511
gene_4344	2687	2665	2625
gene_4345	97	143	143
gene_4346	1658	1927	1629
gene_4347	3994	4627	4297
gene_4348	562	533	546
gene_4349	2	0	3
gene_4350	1	26	10
gene_4351	1672	1905	1724
gene_4352	83	115	66
gene_4353	1912	2204	1783
gene_4354	2383	2794	2385
gene_4355	2948	2961	2822
gene_4356	1718	1942	1805
gene_4357	1933	2299	1989
gene_4358	1452	1593	1271
gene_4359	978	888	876
gene_4360	927	1051	1062
gene_4361	37	22	23
gene_4362	13	6	16
gene_4363	518	528	534
gene_4364	1157	1210	1135
gene_4365	28	32	47
gene_4367	243	337	277
gene_4368	2479	2846	2662
gene_4369	1292	1352	1344
gene_4370	48	37	57
gene_4371	869	905	828
gene_4372	472	493	525
gene_4373	826	996	808
gene_4374	9	6	8
gene_4375	20	8	12
gene_4376	0	0	0
gene_4377	133	143	151
gene_4378	10	17	8
gene_4379	3	2	1
gene_4380	6	0	0
gene_4381	23	5	5
gene_4382	1657	1958	1721
gene_4383	403	469	373
gene_4384	1895	2190	1938
gene_4385	603	567	525
gene_4386	289	271	274
gene_4387	1297	1436	1376
gene_4388	2660	3300	2817
gene_4389	6	14	15
gene_4391	6	10	4
gene_4392	2575	2927	2813
gene_4393	1037	1133	1151
gene_4394	286	250	260
gene_4395	256	267	254
gene_4396	1675	1689	1454
gene_4397	1233	1328	1210
gene_4398	1696	1558	1492
gene_4399	675	887	801
gene_4400	329	255	266
gene_4401	6047	6700	5984
gene_4402	4071	4572	4152
gene_4403	12651	12974	11926
gene_4404	1230	1401	1312
gene_4405	66	69	72
gene_4406	4377	5087	4636
gene_4407	187	242	222
gene_4408	1367	1395	1286
gene_4409	2526	2829	2473
gene_4410	772	926	859
gene_4411	24210	26470	24545
gene_4412	731	851	668
gene_4413	4	0	0
gene_4414	0	0	0
gene_4415	627	683	648
gene_4416	1966	2116	2036
gene_4417	237	252	187
gene_4418	724	934	766
gene_4419	2416	2647	2426
gene_4420	2239	2634	2238
gene_4421	557	752	849
gene_4422	170	201	103
gene_4423	298	303	384
gene_4426	394	472	450
gene_4427	169	192	150
gene_4428	4	2	7
gene_4429	0	0	2
gene_4430	208	172	217
gene_4431	40	30	37
gene_4432	1364	1693	1329
gene_4433	6087	6832	6225
gene_4434	414	390	405
gene_4435	2466	2740	2665
gene_4436	1808	2220	1973
gene_4437	39	42	37
gene_4438	4799	4880	4396
gene_4439	423	490	441
gene_4440	147	235	160
gene_4441	681	611	637
gene_4442	211	227	214
gene_4443	277	309	287
gene_4445	1280	1409	1275
gene_4446	720	837	684
gene_4448	103	138	114
gene_4449	1449	1397	1126
gene_4450	1501	1386	1303
gene_4451	3460	4255	3763
gene_4452	427	404	401
gene_4453	1155	1188	1011
gene_4454	14266	15858	14683
gene_4455	1264	1514	1425
gene_4456	2916	3037	2883
gene_4457	4293	4839	4296
gene_4458	372	370	439
gene_4459	14	0	4
gene_4460	4	18	0
gene_4461	1203	1410	1210
gene_4462	848	890	800
gene_4463	3501	3708	3692
gene_4464	190	205	142
gene_4465	18851	21973	20299
gene_4466	1950	1918	2001
gene_4468	4178	4772	4147
gene_4469	1128	1326	1205
gene_4470	1673	1782	1784
gene_4471	4313	4997	4868
gene_4472	444	435	430
gene_4473	1927	2016	1855
gene_4474	0	4	0
gene_4477	0	2	0
gene_4478	0	0	0
gene_4479	9488	10416	10161
gene_4480	707	722	768
gene_4481	19287	19616	18641
gene_4482	276	399	371
gene_4483	87	92	88
gene_4484	262	330	281
gene_4485	6099	6845	6117
gene_4486	15	20	4
gene_4487	1244	1323	1209
gene_4488	10	2	14
gene_4489	914	1041	975
gene_4490	3	2	4
gene_4491	292	322	305
gene_4492	266	337	275
gene_4493	4	2	2
gene_4494	680	629	632
gene_4495	2668	2793	2639
gene_4496	1486	1820	1643
gene_4497	4240	5023	4421
gene_4498	174	209	185
gene_4499	2027	2411	1949
gene_4500	2291	2430	2315
gene_4502	384	349	313
gene_4503	1930	2171	2002
gene_4504	2669	2897	2912
gene_4505	1397	1784	1489
gene_4506	210	244	239
gene_4507	1107	1332	1187
gene_4508	2397	2609	2401
gene_4509	1671	1939	1726
gene_4510	286	393	441
gene_4511	716	615	652
gene_4512	765	950	923
gene_4513	831	824	832
gene_4514	1927	1962	1975
gene_4515	2184	2165	1892
gene_4516	1283	1559	1298
gene_4517	799	829	752
gene_4518	1343	1547	1332
gene_4519	518	647	582
gene_4520	117	171	154
gene_4521	4586	5144	4460
gene_4522	3857	4239	4053
gene_4523	600	527	657
gene_4525	9	1	11
gene_4526	4500	5370	5024
gene_4527	846	828	882
gene_4528	1701	1817	1664
gene_4529	1100	1212	1068
gene_4530	0	2	0
gene_4531	0	0	0
gene_4532	0	0	0
gene_4533	3	6	4
gene_4534	1005	1079	926
gene_4535	897	946	848
gene_4536	395	529	396
gene_4537	713	784	757
gene_4538	64	59	53
gene_4539	747	753	686
gene_4540	518	624	536
gene_4541	4943	5973	5534
gene_4542	222	241	227
gene_4543	247	275	303
gene_4544	31165	35505	33291
gene_4545	1461	1782	1577
gene_4546	2	0	0
gene_4547	0	0	2
gene_4548	0	0	0
gene_4549	4	0	2
gene_4550	2887	3237	3143
gene_4551	2304	2489	2596
gene_4552	222	234	272
gene_4553	2598	2709	2539
gene_4554	4414	4768	4360
gene_4555	2347	2571	2255
gene_4556	5763	6816	6194
gene_4557	209	258	225
gene_4558	1685	1832	1503
gene_4559	15592	16376	14912
gene_4560	968	1054	1031
gene_4561	1709	1792	1487
gene_4562	163	139	91
gene_4563	934	980	1027
gene_4564	23	42	17
gene_4565	39	46	37
gene_4566	2143	2413	2068
gene_4567	2545	2896	2400
gene_4568	5325	5540	5426
gene_4569	1958	1847	1745
gene_4570	731	816	732
gene_4571	32	20	25
gene_4572	6	8	4
gene_4574	0	0	0
gene_4575	706	715	645
gene_4576	1863	2096	2004
gene_4577	261	296	280
gene_4578	4776	5279	4675
gene_4579	5980	6467	5962
gene_4580	672	679	631
gene_4581	734	765	782
gene_4582	604	620	581
gene_4583	2647	3124	2981
gene_4584	94	70	99
gene_4585	143	267	171
gene_4586	7073	8084	7273
gene_4587	544	577	505
gene_4588	62	68	100
gene_4589	846	844	898
gene_4591	104	67	46
gene_4592	1880	1715	1578
gene_4593	15762	17505	16611
gene_4594	3535	3351	3382
gene_4595	59	49	41
gene_4596	345	316	298
gene_4597	468	472	526
gene_4598	2054	2158	2111
gene_4599	2486	2652	2431
gene_4600	2818	3107	3125
gene_4601	435	473	410
gene_4602	1429	1561	1378
gene_4603	1211	1212	1096
gene_4604	1207	1103	1142
gene_4605	780	993	904
gene_4606	414	363	421
gene_4607	386	430	413
gene_4608	513	662	531
gene_4609	1507	1647	1517
gene_4610	202	239	230
gene_4611	556	659	508
gene_4612	719	741	515
gene_4613	6158	6841	6273
gene_4614	934	1018	922
gene_4615	2761	2791	2782
gene_4616	844	855	845
gene_4617	1252	1405	1109
gene_4618	493	533	492
gene_4619	1687	1590	1807
gene_4620	661	792	720
gene_4621	27	47	66
gene_4622	3801	4175	3665
gene_4623	1414	1653	1467
gene_4624	5456	5793	5224
gene_4625	5016	5682	5194
gene_4626	7504	7765	7194
gene_4627	616	634	574
gene_4628	2275	2503	2492
gene_4629	1055	1108	1083
gene_4630	2170	2192	2005
gene_4631	2970	3364	2850
gene_4632	3188	3659	3160
gene_4633	646	772	765
gene_4634	223	233	181
gene_4635	2545	2610	2452
gene_4636	1064	982	980
gene_4637	4638	4845	4827
gene_4638	1626	1525	1361
gene_4639	2929	3442	2980
gene_4640	2589	2949	2704
gene_4641	760	803	700
gene_4642	2881	3370	3156
gene_4643	1071	1264	1130
gene_4644	990	1002	934
gene_4645	1215	1418	1317
gene_4646	2562	2649	2570
gene_4647	3882	4611	4387
gene_4648	1161	1426	1136
gene_4649	3485	3799	3495
gene_4650	817	1035	876
gene_4651	1782	1835	1550
gene_4652	107	108	104
gene_4653	2551	2696	2685
gene_4654	3789	4052	4076
gene_4655	8123	9324	8406
gene_4656	3744	3817	3727
gene_4657	1748	2044	1893
gene_4658	123	155	97
gene_4659	2658	2825	2463
gene_4660	265	218	176
gene_4661	10588	11795	11137
gene_4662	2729	3046	2956
gene_4663	2583	2615	2364
gene_4664	362	383	475
gene_4665	1510	1526	1359
gene_4666	1144	1318	1047
gene_4667	1829	1996	1777
gene_4668	723	698	767
gene_4669	2499	2972	2755
gene_4670	239	318	242
gene_4671	205	240	205
gene_4672	261	360	294
gene_4673	2372	2532	2525
gene_4674	1969	2385	2192
gene_4675	1329	1325	1396
gene_4676	564	519	512
gene_4677	1050	1246	1113
gene_4678	685	818	703
gene_4679	282	315	308
gene_4680	1022	1188	1006
gene_4681	1300	1394	1272
gene_4683	1490	1672	1437
gene_4684	13	8	9
gene_4685	913	933	841
gene_4686	22603	23330	21346
gene_4687	3572	3461	3481
gene_4688	4484	4622	4105
gene_4689	1686	1649	1573
gene_4690	154	152	132
gene_4691	12053	13929	12959
gene_4692	1030	1216	879
gene_4693	334	324	327
gene_4694	3803	4061	3612
gene_4695	2511	2717	2577
gene_4696	2645	2710	2342
gene_4697	1711	1789	1683
gene_4698	2142	2540	2262
gene_4699	1272	1544	1378
gene_4700	446	513	563
gene_4701	0	0	0
gene_4703	17	21	30
gene_4704	92	73	98
gene_4705	824	983	729
gene_4706	13	3	10
gene_4707	97	97	71
gene_4708	2847	2975	2859
gene_4709	2148	2351	2054
gene_4710	1120	1194	1164
gene_4711	442	507	349
gene_4712	1563	1682	1417
gene_4713	4554	5268	4523
gene_4715	1681	1716	1454
gene_4716	1435	1632	1465
gene_4717	64	48	68
gene_4718	848	917	1011
gene_4719	92	62	103
gene_4720	1274	1270	1328
gene_4721	3444	3782	3555
gene_4722	333	330	288
gene_4723	875	904	947
gene_4724	179	176	193
gene_4725	3682	3768	3772
gene_4727	0	0	0
gene_4728	313	297	365
gene_4729	579	568	521
gene_4730	1105	1431	1301
gene_4731	185	217	183
gene_4732	685	703	781
gene_4733	4109	4528	4093
gene_4734	16609	18136	16214
gene_4735	2176	2433	2239
gene_4736	3830	4304	3961
gene_4737	1816	1928	2044
gene_4738	541	568	585
gene_4739	1604	1814	1711
gene_4740	816	1053	846
gene_4741	2915	3351	3089
gene_4742	0	0	0
gene_4743	6	0	0
gene_4744	4801	5407	5004
gene_4745	1388	1542	1531
gene_4746	2710	3469	2962
gene_4747	739	814	687
gene_4748	2314	2684	2482
gene_4749	178	266	205
gene_4750	2314	2727	2313
gene_4751	664	664	649
gene_4752	2471	2869	2655
gene_4753	2	0	0
gene_4755	107	94	125
gene_4756	4653	4687	4261
gene_4757	7161	8007	7380
gene_4758	93	36	95
gene_4759	721	820	637
gene_4760	0	0	0
gene_4761	391	379	413
gene_4762	1489	1537	1344
gene_4763	290	393	390
gene_4765	6517	7508	6707
gene_4766	11057	11639	10543
gene_4767	366	481	355
gene_4768	234	272	192
gene_4769	1622	1808	1855
gene_4770	1571	1626	1462
gene_4772	2600	2703	2547
gene_4773	2052	2453	2125
gene_4775	3058	3813	3392
gene_4776	1111	1349	1231
gene_4777	1826	1988	1747
gene_4778	897	1090	894
gene_4779	0	0	0
gene_4780	0	0	0
gene_4781	2642	3128	2933
gene_4782	2317	2666	2577
gene_4783	1866	2165	1986
gene_4784	630	806	675
gene_4785	1604	1603	1381
gene_4786	1012	1085	1069
gene_4787	12098	13324	12477
gene_4788	320	296	358
gene_4789	1921	1993	1989
gene_4791	3113	3329	3210
gene_4792	2856	3174	2811
gene_4793	1068	1113	1051
gene_4794	161	219	220
gene_4795	294	306	335
gene_4796	1166	1332	1127
gene_4797	2008	2509	2185
gene_4798	849	949	710
gene_4799	363	464	429
gene_4801	3196	3613	3258
gene_4802	2171	2689	2524
gene_4803	1540	1892	1712
gene_4804	265	341	230
gene_4805	487	519	511
gene_4806	3851	4270	4027
gene_4807	1393	1482	1419
gene_4808	987	1103	1018
gene_4809	922	1020	890
gene_4810	3	8	3
gene_4812	0	1	5
gene_4814	1367	1490	1371
gene_4815	0	0	0
gene_4816	13862	14719	12885
gene_4817	161	146	118
gene_4818	1986	2121	1753
gene_4819	366	392	410
gene_4820	6809	7892	6766
gene_4821	2373	2552	2287
gene_4822	0	0	0
gene_4823	0	4	0
gene_4824	3815	4451	3768
gene_4825	4622	5491	4943
gene_4826	587	697	532
gene_4827	10493	13199	11684
gene_4828	1483	1592	1461
gene_4829	2392	2614	2419
gene_4830	8114	8101	7358
gene_4831	254	182	174
gene_4832	32	55	16
gene_4833	6283	7603	6671
gene_4834	131	174	149
gene_4835	2564	3233	2860
gene_4836	4563	5071	4780
gene_4837	2330	2366	2292
gene_4838	1400	1467	1446
gene_4839	542	542	450
gene_4840	314	325	299
gene_4841	7	9	14
gene_4842	3146	3534	3075
gene_4843	1920	2166	1994
gene_4844	975	1003	927
gene_4845	2609	3014	2962
gene_4846	315	487	500
gene_4847	1014	1061	1016
gene_4848	310	268	309
gene_4849	74	75	101
gene_4850	687	636	652
gene_4851	1612	1731	1634
gene_4852	2594	2804	2525
gene_4853	1860	2155	1921
gene_4854	1496	1579	1710
gene_4855	832	868	829
gene_4856	1228	1422	1271
gene_4857	2	7	0
gene_4858	15	9	4
gene_4859	242	238	215
gene_4860	1739	1900	1829
gene_4861	12	2	0
gene_4862	5086	5706	5383
gene_4863	451	436	429
gene_4864	4489	4903	4607
gene_4865	4038	4418	4444
gene_4866	543	587	632
gene_4867	684	716	726
gene_4868	1012	1081	964
gene_4869	1204	1410	1335
gene_4870	2605	2908	2676
gene_4871	234	261	258
gene_4872	1417	1513	1458
gene_4873	63	45	55
gene_4874	1999	2428	2314
gene_4875	2318	2421	2400
gene_4876	2422	2703	2653
gene_4877	0	2	0
gene_4878	1626	1674	1542
gene_4879	3106	3338	3242
gene_4880	25	60	64
gene_4881	1143	1234	1000
gene_4882	268	241	259
gene_4883	4163	4735	4346
gene_4884	3822	3944	3731
gene_4885	4358	4633	4328
gene_4886	520	486	407
gene_4887	3306	3615	3161
gene_4888	6024	6385	5959
gene_4889	4498	4726	4531
gene_4890	1672	1837	1688
gene_4891	2309	2498	2741
gene_4892	988	1182	947
gene_4893	1123	1322	1149
gene_4894	204	198	235
gene_4895	2250	2751	2256
gene_4896	2428	2690	2443
gene_4897	0	0	0
gene_4898	302	338	390
gene_4899	645	710	750
gene_4900	5418	5525	6120
gene_4901	139	92	132
gene_4902	519	489	419
gene_4903	2248	2426	2184
gene_4904	0	0	0
gene_4905	8	2	13
gene_4908	5928	6421	5688
gene_4909	1462	1635	1326
gene_4910	5391	5935	5070
gene_4911	579	672	573
gene_4912	2760	3272	2823
gene_4913	0	0	0
gene_4914	3540	3509	3549
gene_4915	31	25	25
gene_4916	779	848	816
gene_4917	553	542	574
gene_4918	9520	11491	10041
gene_4919	2239	2672	2387
gene_4920	2699	3161	2751
gene_4921	869	948	891
gene_4922	2968	3052	2895
gene_4923	1320	1396	1230
gene_4924	8	19	19
gene_4925	7033	7495	6821
gene_4926	901	911	936
gene_4927	643	663	585
gene_4928	610	598	626
gene_4929	0	0	0
gene_4930	1155	1233	1049
gene_4931	5363	5475	5206
gene_4932	1634	1730	1555
gene_4933	908	955	919
gene_4934	1010	825	800
gene_4935	551	607	599
gene_4936	303	344	285
gene_4937	1520	2053	1681
gene_4938	1051	1392	1290
gene_4939	2751	2836	2686
gene_4940	1131	1182	1039
gene_4941	219	261	275
gene_4942	1996	2251	1906
gene_4943	699	706	645
gene_4944	743	669	751
gene_4945	9760	10648	9854
gene_4946	6823	7704	7553
gene_4947	14509	16043	15035
gene_4948	2558	2958	2516
gene_4949	1503	1608	1488
gene_4950	8	15	12
gene_4951	0	0	0
gene_4952	3094	3018	2637
gene_4953	643	779	638
gene_4954	0	3	3
gene_4955	5	0	2
gene_4956	16	18	18
gene_4957	0	0	1
gene_4958	29	22	36
gene_4959	11	8	10
gene_4960	3	0	0
gene_4961	0	0	0
gene_4962	0	0	0
gene_4963	0	0	0
gene_4964	0	0	0
gene_4965	0	0	0
gene_4966	0	0	0
gene_4967	0	0	0
gene_4968	5467	5350	5137
gene_4969	743	825	668
gene_4970	3973	4260	3896
gene_4971	10	4	7
gene_4972	2550	2867	2736
gene_4973	122	121	94
gene_4974	2669	2833	2763
gene_4975	5488	5284	4805
gene_4976	12	2	10
gene_4977	619	629	594
gene_4978	806	900	884
gene_4979	1043	964	978
gene_4980	685	637	541
gene_4981	6058	6980	6504
gene_4982	2535	2892	2896
gene_4983	7084	8360	7713
gene_4985	25392	27039	26004
gene_4986	659	816	685
gene_4987	151	168	189
gene_4988	2155	2246	1894
gene_4989	1889	2188	1970
gene_4990	251	234	303
gene_4991	1415	1405	1315
gene_4992	1146	1439	1259
gene_4993	18	3	20
gene_4994	1	0	0
gene_4995	0	0	0
gene_4996	529	669	688
gene_4997	767	867	860
gene_4998	4467	4887	4446
gene_4999	5975	7080	6589
gene_5000	0	0	0
gene_5001	2	0	2
gene_5002	0	0	0
gene_5003	166	201	164
gene_5004	3737	3895	3629
gene_5005	970	1023	1060
gene_5006	99	112	112
gene_5007	502	603	588
gene_5008	73	61	55
gene_5009	261	309	246
gene_5010	33	14	22
gene_5011	534	683	611
gene_5012	206	297	220
gene_5013	18	19	29
gene_5014	11	0	3
gene_5015	1600	1593	1538
gene_5016	1049	1187	1093
gene_5017	1947	2061	1801
gene_5018	12	7	2
gene_5019	45	51	70
gene_5020	556	645	565
gene_5021	1431	1532	1419
gene_5022	1171	1379	1153
gene_5023	653	629	610
gene_5024	77	55	74
gene_5025	91	142	112
gene_5026	1016	1019	1061
gene_5027	1397	1579	1668
gene_5028	275	347	257
gene_5029	1779	2080	1843
gene_5030	16	21	16
gene_5031	0	9	4
gene_5032	4	0	0
gene_5033	44	50	56
gene_5034	1066	1081	951
gene_5035	12439	10716	10848
gene_5036	2983	3032	3215
gene_5037	1007	1210	1257
gene_5038	1233	1253	1151
gene_5039	175	152	143
gene_5040	482	560	628
gene_5041	1453	1708	1463
gene_5042	550	621	556
gene_5043	1855	1671	1738
gene_5044	0	2	0
gene_5045	0	0	0
gene_5046	0	0	0
gene_5047	1705	1767	1674
gene_5048	0	0	0
gene_5049	2	10	4
gene_5050	5733	6262	5543
gene_5051	225	211	206
gene_5052	714	799	601
gene_5053	1698	1819	1580
gene_5054	6940	7462	6783
gene_5055	573	706	597
gene_5056	877	948	828
gene_5057	587	766	701
gene_5058	2310	2765	2287
gene_5059	0	0	0
gene_5060	1	0	0
gene_5062	998	1141	1077
gene_5063	161	196	196
gene_5064	4064	4030	3880
gene_5065	2062	2272	2048
gene_5066	1532	1695	1766
gene_5067	2364	2458	2422
gene_5068	5721	6123	5738
gene_5069	334	387	290
gene_5070	0	1	3
gene_5071	1111	1316	1293
gene_5072	2304	2666	2456
gene_5073	3572	3789	3490
gene_5074	7027	7716	6936
gene_5075	58	47	34
gene_5076	485	581	480
gene_5077	45938	47819	44946
gene_5078	30	32	23
gene_5079	1221	1459	1375
gene_5080	358	373	382
gene_5081	4626	4985	4714
gene_5082	4463	4991	4666
gene_5083	8	0	3
gene_5084	95	115	111
gene_5085	2750	2979	2616
