Gene	Par_Ac_1	Par_Ac_2	Par_Ac_3
gene_6145	1231	1219	1107
gene_6146	689	650	596
gene_6147	2910	2815	2620
gene_6148	5848	6296	5552
gene_6149	2573	2276	2397
gene_6150	818	692	586
gene_6152	509	542	466
gene_6153	1443	1284	1270
gene_6154	2003	2359	1848
gene_6155	1045	904	922
gene_6157	1067	1042	816
gene_6158	144	146	130
gene_6159	494	557	468
gene_6160	782	1046	822
gene_6161	3336	3103	3194
gene_6162	1172	1191	1076
gene_6163	24	10	6
gene_6164	6	11	4
gene_6165	28	17	11
gene_6166	564	666	540
gene_6167	1609	1779	1476
gene_6168	806	733	840
gene_6169	9698	9836	8224
gene_6170	3058	3039	2956
gene_6171	1604	1488	1426
gene_6172	5788	6262	5437
gene_6173	1637	1676	1350
gene_6174	1146	1224	960
gene_6175	1010	1021	905
gene_6176	2729	2586	2130
gene_6177	769	852	601
gene_6178	208	238	207
gene_6179	2263	2220	1956
gene_6180	1092	1141	1015
gene_6181	11605	11768	9897
gene_6182	4792	5433	4348
gene_6183	3983	4398	3816
gene_6184	4604	4622	3773
gene_6185	683	722	555
gene_6186	970	1020	841
gene_6187	1029	1045	896
gene_6188	2890	3170	2549
gene_6189	1634	1690	1584
gene_6190	1462	1391	1156
gene_6191	1471	1513	1325
gene_6192	2455	2590	2070
gene_6193	2920	2903	2481
gene_6194	678	725	668
gene_6195	7491	7956	6332
gene_6196	10573	9984	10347
gene_6197	6379	5548	6123
gene_6198	136	183	160
gene_6199	2950	3120	2780
gene_6200	3661	3986	3304
gene_6201	1066	1087	970
gene_6202	34	58	30
gene_6203	2405	2451	2198
gene_6204	1465	1499	1200
gene_6205	373	359	423
gene_6206	597	564	452
gene_6207	2023	2123	1726
gene_6208	914	793	856
gene_6209	262	246	204
gene_6210	1564	1587	1314
gene_6211	13	12	5
gene_6212	82	53	59
gene_6213	3001	3102	2709
gene_6214	5977	5265	5880
gene_6215	438	436	412
gene_6216	267	340	272
gene_6217	1123	983	1064
gene_6218	1143	1194	914
gene_6219	128	136	95
gene_6220	1344	1481	1177
gene_6221	11612	11914	9920
gene_6222	1751	1572	1543
gene_6223	7478	7804	6632
gene_6224	4458	4385	4219
gene_6225	1713	2004	1473
gene_6226	1907	2252	1577
gene_6227	478	467	404
gene_6228	1925	1828	1551
gene_6229	3255	3433	2717
gene_6230	32	14	38
gene_6231	48004	53046	38532
gene_6232	723	762	511
gene_6233	2044	1975	1684
gene_6234	2039	2029	1676
gene_6235	3912	4063	3170
gene_6236	540	639	418
gene_6237	2469	2280	2194
gene_6238	13	11	14
gene_6239	33	16	39
gene_6240	3024	3021	2900
gene_6241	986	987	794
gene_6242	3271	3182	2836
gene_6243	5696	5960	4800
gene_6244	2062	2436	1968
gene_6245	3099	3214	2479
gene_6246	9	4	5
gene_6247	2286	2102	1765
gene_6248	334	325	241
gene_6249	978	1048	952
gene_6250	855	847	719
gene_6251	2151	2411	1730
gene_6252	2228	1985	1836
gene_6253	1166	1338	1068
gene_6255	1294	1338	1228
gene_6256	18946	18701	15860
gene_6257	6410	7123	5920
gene_6258	2017	2080	1756
gene_6259	1520	1461	1210
gene_6260	1113	1146	898
gene_6261	3799	3658	3289
gene_6262	267	270	192
gene_6263	7659	7819	6355
gene_6264	1649	1720	1474
gene_6265	1901	1799	1684
gene_6266	514	571	474
gene_6267	0	2	10
gene_6268	3188	3270	2622
gene_6269	1090	1287	808
gene_6270	1118	1243	997
gene_6271	1907	1837	1536
gene_6272	5129	4737	5276
gene_6273	2875	2831	2183
gene_6274	1879	2165	1663
gene_6275	2245	2330	1856
gene_6276	1548	1599	1297
gene_6277	1036	1021	1058
gene_6278	2207	2518	1889
gene_6279	2042	2340	1842
gene_6281	1608	1648	1337
gene_6282	3753	4060	3006
gene_6283	3039	3180	2561
gene_6284	6842	7165	6113
gene_6285	2333	2443	2136
gene_6286	427	524	411
gene_6287	967	1005	937
gene_6288	1403	1400	1057
gene_6289	1413	1476	1202
gene_6290	1256	1377	1135
gene_6291	2571	2508	2762
gene_6292	1128	1187	886
gene_6293	1260	1527	1179
gene_6294	2191	2219	1816
gene_6295	1960	1931	1651
gene_6296	7435	7570	6512
gene_6297	3232	3086	2783
gene_6298	18	9	3
gene_6299	1624	1538	1257
gene_6300	1374	1302	1036
gene_6301	1504	1450	1272
gene_6302	323	254	285
gene_6303	1300	1381	1181
gene_6304	1292	1051	1018
gene_6305	3024	3130	2873
gene_6306	5380	5647	4729
gene_6307	1150	1252	998
gene_6308	803	737	532
gene_6309	1668	1763	1376
gene_6310	312	312	290
gene_6311	2196	2139	2018
gene_6312	365	424	355
gene_6313	1257	1278	1155
gene_6314	7246	7800	6499
gene_6315	738	711	599
gene_6316	645	652	547
gene_6317	717	868	688
gene_6318	1621	1788	1444
gene_6319	933	854	709
gene_6320	1953	2021	1682
gene_6321	597	609	505
gene_6322	1166	1311	1080
gene_6323	909	796	788
gene_6324	113	114	89
gene_6325	5238	5563	4755
gene_6326	3002	3222	2512
gene_6327	46	43	31
gene_6328	5733	5949	5136
gene_6329	10126	10077	9044
gene_6330	5076	5272	4283
gene_6331	755	765	781
gene_6332	7855	7594	7060
gene_6333	428	351	327
gene_6334	2579	2496	2251
gene_6335	3	10	4
gene_6336	1662	1667	1489
gene_6337	1380	1382	1301
gene_6338	405	347	443
gene_6339	2667	2607	2338
gene_6340	81	87	59
gene_6341	3084	3101	2702
gene_6342	5203	5268	4610
gene_6343	995	984	956
gene_6344	1210	1430	1180
gene_6345	1400	1372	1265
gene_6346	1933	2148	1714
gene_6347	577	536	533
gene_6348	102	105	73
gene_6349	18720	19592	16044
gene_6350	3023	3199	2719
gene_6351	1252	1291	1078
gene_6352	5718	5122	5889
gene_6354	2434	2502	2336
gene_6355	1219	1163	1242
gene_6356	654	758	653
gene_6357	2578	2761	2152
gene_6358	3995	4142	3534
gene_6359	1185	1367	979
gene_6360	1864	1842	1458
gene_6361	18512	17105	18284
gene_6362	1696	1592	1187
gene_6363	438	426	315
gene_6364	14733	16458	12852
gene_6366	1048	993	1029
gene_6367	1523	1695	1383
gene_6368	1489	1522	1587
gene_6369	1177	1027	855
gene_6370	2763	2563	2883
gene_6371	1090	1051	907
gene_6372	2123	2092	1907
gene_6373	5914	5766	5066
gene_6374	3087	3242	2749
gene_6375	3294	3339	2723
gene_6376	1310	1199	1047
gene_6377	3019	3109	2525
gene_6378	1223	1259	1057
gene_6379	1508	1437	1155
gene_6380	1511	1633	1527
gene_6381	3334	3471	3243
gene_6382	188	169	138
gene_6383	1769	1483	1392
gene_6384	541	620	514
gene_6385	3424	3783	3408
gene_6387	18	12	8
gene_6388	6	6	1
gene_6389	117	121	101
gene_6390	1837	2069	1610
gene_6391	5479	5895	4996
gene_6392	1142	1139	984
gene_6393	48	14	18
gene_6394	61	67	56
gene_6396	2	0	0
gene_6397	1513	1606	1302
gene_6398	5529	5902	5051
gene_6399	4136	3820	4035
gene_6400	1449	1503	1355
gene_6401	4813	5185	4234
gene_6403	6526	6439	5359
gene_6404	0	2	1
gene_6405	2	0	0
gene_6406	4999	4404	4253
gene_6407	1171	1165	1006
gene_6408	1222	1229	1107
gene_6409	987	879	867
gene_6410	1	0	5
gene_6411	5048	5784	4873
gene_6412	2688	2710	2301
gene_6413	4662	4445	4226
gene_6414	166	173	153
gene_6415	708	723	627
gene_6416	1129	1199	993
gene_6417	1511	1860	1339
gene_6418	695	745	699
gene_6419	811	765	813
gene_6420	359	395	329
gene_6421	1201	1066	934
gene_6422	656	812	639
gene_6423	331	276	262
gene_6424	2753	2136	2550
gene_6425	0	0	0
gene_6426	2	9	6
gene_6428	0	3	2
gene_6429	0	0	0
gene_6430	1110	1406	1039
gene_6431	646	632	563
gene_6432	3418	3646	3140
gene_6433	1468	1367	1339
gene_6434	464	460	382
gene_6435	4	1	2
gene_6436	3126	3144	2832
gene_6437	85880	92338	72915
gene_6438	0	0	0
gene_6439	1025	961	874
gene_6440	1132	1078	976
gene_6441	27202	26536	22652
gene_6442	163366	159158	142325
gene_6443	1169	1205	1013
gene_6444	329	292	237
gene_6445	176	150	141
gene_6446	0	2	5
gene_6447	4386	4704	3646
gene_6448	183	181	143
gene_6449	2402	2653	2151
gene_6450	905	908	862
gene_6451	29	19	11
gene_6452	606	448	383
gene_6453	343	268	242
gene_6454	3364	3578	3154
gene_6455	1136	1104	960
gene_6456	138	135	135
gene_6457	182	160	147
gene_6458	0	3	6
gene_6459	0	0	0
