Gene	ATS_wo_1	ATS_wo_2	ATS_wo_3
gene_6065	763	746	802
gene_6066	158	178	213
gene_6067	1674	2048	2207
gene_6068	3329	2904	3109
gene_6069	510	691	554
gene_6070	656	793	692
gene_6071	2011	2420	2128
gene_6072	478	568	523
gene_6073	595	782	701
gene_6074	596	752	678
gene_6075	1959	2251	2344
gene_6076	4524	4921	4988
gene_6077	48	92	113
gene_6078	397	343	326
gene_6079	1008	1070	900
gene_6080	883	1100	1118
gene_6081	2084	2412	2242
gene_6082	843	1006	1014
gene_6083	1541	1628	1647
gene_6084	16337	14379	18075
gene_6085	4871	5287	5545
gene_6086	1199	1392	1405
gene_6087	27	33	38
gene_6088	1184	1401	1269
gene_6089	587	688	761
gene_6090	3975	4733	4224
gene_6091	7324	8918	7865
gene_6092	5337	5627	5447
gene_6093	3459	3885	3642
gene_6094	2042	2240	2318
gene_6095	3458	4025	3645
gene_6096	1160	1221	1150
gene_6097	2862	3376	3032
gene_6098	767	808	960
gene_6099	2279	2831	2402
gene_6100	789	880	900
gene_6101	1705	2012	2007
gene_6102	2036	2373	2461
gene_6103	1693	1749	1736
gene_6104	4090	4724	4435
gene_6105	0	1	9
gene_6106	0	0	0
gene_6108	0	0	0
gene_6110	0	0	0
gene_6112	0	0	6
gene_6113	0	0	0
gene_6114	0	4	2
gene_6115	0	0	0
gene_6117	0	0	0
gene_6118	2544	2739	2848
gene_6119	4059	4839	4330
gene_6120	2500	3220	2797
gene_6121	5086	5739	5205
gene_6122	5497	6371	5716
gene_6123	797	988	1031
gene_6124	886	1071	839
gene_6125	182	157	168
gene_6126	530	705	641
gene_6127	9389	8215	11159
gene_6128	1970	2260	2106
gene_6129	17	10	25
gene_6130	360	418	393
gene_6131	5477	6556	5634
gene_6133	4719	5555	5326
gene_6134	486	558	663
gene_6135	3832	4591	4444
gene_6136	1362	1613	1277
gene_6137	3983	4232	4245
gene_6138	2080	2661	2369
gene_6139	235	246	278
gene_6140	1521	1400	1525
gene_6141	853	857	979
gene_6142	4008	4203	3729
gene_6143	2440	2738	2321
gene_6144	594	688	598
gene_6145	1005	1101	923
gene_6146	636	763	694
gene_6147	2803	2601	2831
gene_6148	4937	5206	4923
gene_6149	2423	2558	2252
gene_6150	793	994	913
gene_6152	694	825	753
gene_6153	1666	1918	1598
gene_6154	1276	1577	1494
gene_6155	953	970	820
gene_6157	1071	1436	1183
gene_6158	31399	44862	33236
gene_6159	632	747	621
gene_6160	797	847	792
gene_6161	2258	2240	2408
gene_6162	905	956	888
gene_6163	4	13	13
gene_6164	1	2	7
gene_6165	7	13	5
gene_6166	461	464	479
gene_6167	1746	2084	2051
gene_6168	893	1027	904
gene_6169	12638	14611	13107
gene_6170	6623	7081	7096
gene_6171	1507	1943	1665
gene_6172	5452	6066	5730
gene_6173	2852	3609	3052
gene_6174	865	973	1025
gene_6175	753	719	924
gene_6176	1718	1918	1577
gene_6177	1029	1370	1054
gene_6178	211	272	282
gene_6179	1980	2063	1951
gene_6180	748	953	784
gene_6181	9895	10885	9930
gene_6182	7708	9158	8443
gene_6183	4335	5723	4600
gene_6184	7594	8688	8319
gene_6185	586	679	573
gene_6186	1105	1346	1119
gene_6187	786	1068	1005
gene_6188	5593	6533	5862
gene_6189	1017	1101	1094
gene_6190	1151	1198	1189
gene_6191	1923	2181	2104
gene_6192	2189	2578	2412
gene_6193	2380	2582	2459
gene_6194	635	823	796
gene_6195	21296	22964	24446
gene_6196	11742	12612	12502
gene_6197	7268	7912	7777
gene_6198	303	323	296
gene_6199	3768	4092	3884
gene_6200	4898	5999	5632
gene_6201	894	1061	1036
gene_6202	33	18	35
gene_6203	2891	2988	2881
gene_6204	798	958	963
gene_6205	316	387	326
gene_6206	503	455	565
gene_6207	2028	2491	2317
gene_6208	976	1048	1019
gene_6209	269	341	314
gene_6210	2230	2373	2557
gene_6211	6	0	1
gene_6212	62	23	34
gene_6213	2769	3469	2940
gene_6214	6091	6475	7021
gene_6215	919	998	918
gene_6216	375	376	383
gene_6217	908	1026	1026
gene_6218	1158	1289	1071
gene_6219	156	162	165
gene_6220	2083	2296	2258
gene_6221	12708	14506	14180
gene_6222	1859	1871	1844
gene_6223	5100	5545	5826
gene_6224	4933	5166	4681
gene_6225	1661	2210	1824
gene_6226	2527	3050	2649
gene_6227	885	1095	980
gene_6228	1411	1751	1536
gene_6229	3683	4732	3869
gene_6230	14588	16757	17262
gene_6231	78412	90699	84307
gene_6232	2631	3360	3162
gene_6233	1617	2006	1799
gene_6234	980	1169	1116
gene_6235	3945	5087	4362
gene_6236	376	525	392
gene_6237	1538	1728	1670
gene_6238	29	36	33
gene_6239	47	22	58
gene_6240	4018	4713	4303
gene_6241	1170	1417	1385
gene_6242	2345	2573	2691
gene_6243	4700	5647	5029
gene_6244	1956	1866	1806
gene_6245	3980	4554	4051
gene_6246	1	14	8
gene_6247	2494	2844	2717
gene_6248	270	309	371
gene_6249	671	897	842
gene_6250	852	868	750
gene_6251	2477	3216	2603
gene_6252	2672	3138	3137
gene_6253	1322	1528	1288
gene_6255	1914	2051	1926
gene_6256	10471	11433	11787
gene_6257	10067	12037	10611
gene_6258	1525	1948	1618
gene_6259	6997	8445	7848
gene_6260	1379	1794	1524
gene_6261	4477	5145	4691
gene_6262	318	451	394
gene_6263	6830	8430	6946
gene_6264	1673	2138	1840
gene_6265	1282	1066	1404
gene_6266	416	570	462
gene_6267	0	1	0
gene_6268	3718	4075	3964
gene_6269	1442	1689	1400
gene_6270	1769	1891	2008
gene_6271	2281	2428	2336
gene_6272	5518	5108	4917
gene_6273	2752	3334	2686
gene_6274	3002	3864	2921
gene_6275	2647	3211	2940
gene_6276	1778	2019	2039
gene_6277	2352	2898	2452
gene_6278	2835	3274	2803
gene_6279	2615	3046	2596
gene_6281	2015	2281	2157
gene_6282	4019	4726	4156
gene_6283	3026	3595	3683
gene_6284	7723	9341	8394
gene_6285	3966	4488	4206
gene_6286	643	692	645
gene_6287	1429	1565	1324
gene_6288	1427	1604	1397
gene_6289	1542	1942	1579
gene_6290	621	855	638
gene_6291	2013	1832	1996
gene_6292	1473	1678	1497
gene_6293	1771	2247	1929
gene_6294	2605	2971	2742
gene_6295	1829	2133	1923
gene_6296	3844	4553	3900
gene_6297	2737	2308	2780
gene_6298	15	13	14
gene_6299	1574	2157	1661
gene_6300	1278	1341	1133
gene_6301	855	979	839
gene_6302	417	519	493
gene_6303	1803	2207	2016
gene_6304	1073	1331	1206
gene_6305	3733	4018	4031
gene_6306	13340	15687	13490
gene_6307	1380	1871	1696
gene_6308	547	633	576
gene_6309	1623	1816	1688
gene_6310	415	532	532
gene_6311	2186	2176	1879
gene_6312	518	630	541
gene_6313	1689	1915	1796
gene_6314	9052	10812	9895
gene_6315	947	932	968
gene_6316	792	763	780
gene_6317	1198	1370	1106
gene_6318	1431	1706	1520
gene_6319	472	458	512
gene_6320	6112	7509	6702
gene_6321	748	892	882
gene_6322	1759	2091	2150
gene_6323	862	997	911
gene_6324	108	133	158
gene_6325	2607	3045	2811
gene_6326	3272	3943	3574
gene_6327	115	154	97
gene_6328	5480	6740	5957
gene_6329	12114	12466	13716
gene_6330	4867	5334	5458
gene_6331	554	608	570
gene_6332	15047	16575	15742
gene_6333	336	412	387
gene_6334	2099	2568	2564
gene_6335	9	24	25
gene_6336	1431	1527	1540
gene_6337	2294	2611	2688
gene_6338	681	723	609
gene_6339	2812	3161	2931
gene_6340	73	56	46
gene_6341	3206	3741	3745
gene_6342	5819	6417	6057
gene_6343	799	826	748
gene_6344	1363	1808	1652
gene_6345	978	1142	1080
gene_6346	1326	1700	1475
gene_6347	634	757	743
gene_6348	161	140	150
gene_6349	17023	18864	17409
gene_6350	2619	2912	2877
gene_6351	2058	2334	2099
gene_6352	6040	5401	5887
gene_6354	2224	2335	2291
gene_6355	1053	1100	1309
gene_6356	757	989	797
gene_6357	2962	3397	3088
gene_6358	4954	5434	5227
gene_6359	1057	1400	1264
gene_6360	1824	2159	2039
gene_6361	11940	11017	11619
gene_6362	2151	2417	2179
gene_6363	850	992	880
gene_6364	12588	15171	13976
gene_6366	785	863	963
gene_6367	1160	1195	1323
gene_6368	1702	1498	1596
gene_6369	1909	2027	2212
gene_6370	1468	1582	1581
gene_6371	890	1103	912
gene_6372	1810	2060	1926
gene_6373	6741	7544	7354
gene_6374	3436	3990	3546
gene_6375	2397	2798	2635
gene_6376	1100	1294	1286
gene_6377	2655	3101	2883
gene_6378	1183	1435	1284
gene_6379	3103	3141	2849
gene_6380	10912	12597	10565
gene_6381	2647	2431	2926
gene_6382	328	461	457
gene_6383	2620	2891	2603
gene_6384	800	747	587
gene_6385	3221	4197	3612
gene_6387	17	21	13
gene_6388	1	4	7
gene_6389	127	104	97
gene_6390	2008	2177	1990
gene_6391	5987	6609	5815
gene_6392	1359	1450	1336
gene_6393	59	48	36
gene_6394	52	42	61
gene_6396	0	0	2
gene_6397	1755	2087	1821
gene_6398	4871	5796	5269
gene_6399	3040	3235	3642
gene_6400	1176	1434	1177
gene_6401	3390	4209	3627
gene_6403	6880	8658	7617
gene_6404	0	4	0
gene_6405	0	0	1
gene_6406	7466	7532	7570
gene_6407	1022	1194	1121
gene_6408	1849	2135	1772
gene_6409	1533	1834	1694
gene_6410	15	15	6
gene_6411	4723	5397	5328
gene_6412	2919	3536	3054
gene_6413	3419	3635	3322
gene_6414	1371	1646	1534
gene_6415	1436	1613	1736
gene_6416	2211	2403	2082
gene_6417	842	1133	961
gene_6418	600	651	766
gene_6419	1087	962	1115
gene_6420	408	549	510
gene_6421	1263	1324	1312
gene_6422	537	617	697
gene_6423	457	558	482
gene_6424	1101	1136	1107
gene_6425	0	0	0
gene_6426	12	6	2
gene_6428	0	0	0
gene_6429	0	0	0
gene_6430	943	1245	1111
gene_6431	551	532	596
gene_6432	3483	3494	4030
gene_6433	1236	1355	1190
gene_6434	586	727	612
gene_6435	4	2	3
gene_6436	1906	2126	2004
gene_6437	29786	35462	32842
gene_6438	0	0	0
gene_6439	938	1041	1017
gene_6440	1431	1610	1511
gene_6441	28753	33365	32470
gene_6442	300960	318583	341911
gene_6443	1449	1603	1470
gene_6444	642	820	683
gene_6445	387	421	397
gene_6446	1	5	9
gene_6447	3479	3750	3771
gene_6448	238	274	221
gene_6449	2913	3283	3399
gene_6450	1069	1271	1048
gene_6451	30	18	27
gene_6452	814	1154	946
gene_6453	583	673	768
gene_6454	6553	8166	7048
gene_6455	1703	1800	1645
gene_6456	378	468	366
gene_6457	392	384	300
gene_6458	15	23	23
gene_6459	0	0	0
